essay_id,prompt_id,organization_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13,question14
314,1,3.0,medium,low,medium,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
315,1,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
316,1,5.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
317,1,5.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
318,1,3.0,medium,low,low,medium,low,low,low,low,low,medium,low,medium,low,low
319,1,3.0,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,low,medium,medium,medium
320,1,3.0,low,low,low,medium,low,low,low,low,low,medium,low,low,medium,medium
321,1,5.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,low,low,low,medium
322,1,5.0,medium,low,low,medium,medium,low,medium,medium,low,medium,low,medium,medium,medium
323,1,4.0,medium,low,low,medium,medium,low,low,low,low,medium,low,low,medium,medium
324,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
325,1,5.0,low,low,medium,medium,medium,low,medium,low,low,medium,low,medium,medium,medium
326,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
327,1,4.0,low,low,medium,medium,medium,medium,medium,medium,low,medium,low,medium,medium,medium
328,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
329,1,4.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
330,1,4.0,medium,low,low,medium,low,low,medium,low,low,medium,medium,medium,medium,medium
331,1,4.0,medium,low,low,medium,medium,low,low,medium,low,medium,medium,low,medium,medium
332,1,3.0,low,low,low,medium,medium,medium,medium,medium,low,medium,low,medium,medium,medium
333,1,3.0,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
334,1,4.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
335,1,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
336,1,4.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
337,1,4.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,low,medium,medium
338,1,3.0,low,low,low,medium,low,low,low,low,low,low,low,low,low,low
339,1,4.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
340,1,5.0,low,low,low,medium,medium,medium,medium,medium,low,medium,low,medium,medium,medium
341,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
342,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
343,1,4.0,low,low,low,medium,low,low,low,low,low,low,low,low,low,low
345,1,5.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
346,1,5.0,medium,low,medium,medium,low,low,medium,low,low,medium,medium,medium,medium,medium
347,1,4.0,medium,low,low,medium,low,low,medium,low,low,medium,medium,low,low,low
348,1,4.0,low,low,low,medium,low,low,low,low,low,low,low,low,low,low
349,1,3.0,low,low,low,medium,low,low,low,low,low,low,low,low,low,low
350,1,4.0,low,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
351,1,3.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
352,1,2.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low
353,1,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
354,1,3.0,medium,low,low,low,low,low,medium,low,low,low,low,low,low,low
355,1,4.0,medium,low,medium,medium,medium,low,medium,low,low,medium,low,medium,low,medium
356,1,5.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low
357,1,3.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium
358,1,4.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
359,1,1.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
360,1,4.0,low,low,low,low,low,low,low,low,low,medium,low,low,low,low
361,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
362,1,4.0,medium,low,low,medium,low,low,low,low,low,medium,medium,low,low,low
363,1,3.0,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
364,1,4.0,low,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
365,1,4.0,low,low,low,medium,medium,low,medium,low,low,medium,low,medium,medium,medium
366,1,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
367,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
368,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
369,1,3.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
370,1,6.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
371,1,3.0,low,low,low,low,low,low,medium,low,low,medium,low,low,low,low
372,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
373,1,4.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
374,1,4.0,medium,low,low,medium,low,low,medium,medium,low,medium,low,medium,medium,medium
375,1,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
376,1,3.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
377,1,4.0,low,low,low,medium,medium,low,low,low,low,medium,low,low,medium,low
378,1,4.0,low,medium,medium,high,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
379,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
380,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low,medium,medium
381,1,4.0,low,low,low,medium,low,low,low,low,low,low,low,low,low,low
382,1,3.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,medium,low,medium,low
383,1,4.0,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
384,1,4.0,low,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
385,1,6.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
386,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
387,1,4.0,low,low,low,medium,low,low,medium,medium,low,medium,low,medium,low,low
388,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
389,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
390,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
391,1,5.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,low,medium,medium,medium
392,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
393,1,3.0,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
394,1,2.0,medium,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,low
395,1,2.0,low,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,low
396,1,2.0,low,low,low,medium,low,low,medium,low,low,medium,low,low,low,low
397,1,4.0,medium,low,low,medium,low,medium,medium,low,low,medium,low,low,medium,medium
398,1,5.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
399,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
400,1,4.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
401,1,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
402,1,4.0,medium,low,low,medium,medium,low,medium,medium,low,medium,low,low,medium,medium
403,1,4.0,low,low,low,medium,medium,low,medium,medium,low,medium,low,medium,medium,medium
404,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
405,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
406,1,3.0,low,low,low,medium,low,low,low,low,low,low,medium,low,low,low
407,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
408,1,3.0,low,low,low,medium,low,low,low,low,low,low,low,low,low,medium
409,1,4.0,medium,low,low,medium,medium,medium,medium,low,low,medium,low,low,medium,medium
410,1,3.0,medium,low,low,medium,low,low,medium,medium,low,medium,medium,low,low,low
411,1,6.0,low,low,low,medium,low,low,medium,low,low,medium,medium,low,medium,low
412,1,5.0,medium,low,low,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium
413,1,4.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,low,low,medium,medium
414,1,3.0,low,low,low,medium,low,low,medium,low,low,medium,low,low,low,medium
415,1,3.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,low,medium,medium,medium
416,1,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
417,1,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
418,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
419,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
420,1,4.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
421,1,3.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,low,low,medium,medium
422,1,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
423,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
424,1,4.0,medium,low,low,medium,medium,low,medium,low,low,medium,low,medium,medium,medium
425,1,4.0,low,low,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
426,1,5.0,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
427,1,4.0,medium,low,low,medium,medium,low,medium,low,low,medium,medium,low,medium,medium
428,1,4.0,low,low,low,medium,medium,low,medium,medium,low,medium,low,low,medium,medium
429,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
430,1,5.0,low,low,low,low,low,low,medium,low,low,low,low,low,low,low
431,1,4.0,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
432,1,4.0,low,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,low
433,1,5.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
434,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
435,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
436,1,3.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,low,medium,medium,medium
437,1,4.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
438,1,4.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,medium,medium,medium,low
439,1,4.0,medium,low,low,medium,low,low,medium,low,low,medium,low,low,medium,medium
440,1,3.0,low,low,medium,medium,medium,medium,medium,medium,low,medium,low,medium,medium,medium
441,1,4.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
442,1,5.0,low,low,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
443,1,3.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,medium,medium,medium,low
444,1,5.0,medium,low,low,medium,medium,low,medium,medium,low,medium,low,low,medium,medium
445,1,3.0,medium,low,low,medium,low,low,medium,low,low,medium,low,low,low,low
446,1,6.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low
447,1,5.0,medium,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
448,1,3.0,medium,medium,medium,medium,medium,low,low,low,low,medium,low,medium,low,low
449,1,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
450,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
451,1,4.0,low,low,low,medium,low,low,low,low,low,medium,low,low,medium,low
452,1,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
453,1,5.0,medium,low,low,medium,low,low,low,low,low,medium,low,low,low,low
454,1,4.0,low,low,medium,medium,medium,medium,medium,medium,low,medium,low,medium,medium,medium
455,1,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
456,1,3.0,medium,low,low,medium,low,low,medium,low,low,medium,medium,medium,medium,low
457,1,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
458,1,3.0,low,low,low,medium,medium,low,medium,medium,low,medium,low,low,medium,medium
459,1,3.0,low,low,low,medium,low,low,low,low,low,low,low,low,low,low
460,1,4.0,low,low,low,medium,low,low,low,low,low,low,low,low,low,low
461,1,4.0,medium,low,low,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
462,1,3.0,medium,low,low,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
463,1,4.0,medium,low,low,medium,medium,medium,medium,medium,low,medium,low,low,medium,medium
464,1,3.0,low,low,low,medium,low,low,low,low,low,low,low,low,low,low
465,1,3.0,medium,low,low,medium,medium,medium,medium,low,low,medium,medium,low,medium,medium
466,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
467,1,4.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,medium,low,medium,medium
468,1,3.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low
469,1,3.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
470,1,4.0,medium,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
471,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
472,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
473,1,2.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
474,1,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
475,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
476,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
477,1,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
478,1,5.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
479,1,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
480,1,4.0,low,low,low,medium,low,low,medium,low,low,medium,low,low,low,low
481,1,4.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,low,low,medium,medium
482,1,4.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
483,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium,medium,medium
484,1,3.0,low,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
485,1,4.0,medium,low,low,medium,medium,low,medium,medium,low,medium,low,medium,medium,medium
486,1,4.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,low,medium,medium,medium
487,1,3.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
488,1,3.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
489,1,4.0,medium,low,medium,medium,medium,low,medium,low,medium,medium,medium,medium,medium,medium
490,1,3.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
491,1,3.0,low,low,low,medium,low,low,low,low,low,low,low,low,low,low
492,1,4.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,medium
493,1,4.0,medium,low,low,medium,low,low,medium,low,low,medium,medium,low,low,low
494,1,4.0,low,low,low,medium,medium,low,low,low,low,medium,low,low,medium,medium
495,1,4.0,low,low,low,medium,low,low,medium,low,low,low,low,low,low,low
496,1,4.0,low,low,low,low,low,low,low,low,low,medium,low,low,low,low
497,1,5.0,low,low,low,medium,low,low,medium,low,low,medium,low,low,medium,low
498,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
