essay_id,prompt_id,conventions_score,question1,question2,question3,question4,question5
719,1,3,medium,medium,medium,medium,low
720,1,5,medium,medium,medium,medium,medium
721,1,4,medium,medium,medium,medium,medium
722,1,5,medium,medium,medium,medium,medium
723,1,5,medium,medium,medium,medium,medium
724,1,4,medium,medium,medium,medium,low
725,1,3,medium,low,low,medium,low
726,1,4,medium,low,medium,medium,medium
727,1,2,medium,medium,medium,medium,medium
728,1,3,medium,low,low,medium,low
729,1,3,medium,medium,medium,medium,medium
730,1,5,medium,medium,medium,medium,medium
731,1,3,medium,medium,medium,medium,medium
732,1,4,medium,medium,medium,medium,medium
733,1,3,low,low,low,low,low
734,1,4,medium,medium,medium,medium,medium
735,1,4,medium,medium,medium,medium,medium
736,1,4,medium,low,low,medium,low
737,1,4,medium,medium,medium,medium,medium
738,1,3,medium,medium,medium,medium,medium
739,1,3,medium,low,low,low,low
740,1,4,low,low,low,low,low
741,1,4,medium,medium,medium,medium,medium
742,1,4,medium,low,medium,medium,medium
743,1,4,medium,medium,medium,medium,medium
744,1,3,medium,medium,medium,medium,medium
745,1,3,medium,medium,medium,medium,medium
746,1,4,medium,low,medium,medium,low
747,1,3,medium,low,medium,medium,low
748,1,4,medium,medium,medium,medium,medium
749,1,5,medium,medium,medium,medium,medium
750,1,3,medium,medium,medium,medium,medium
751,1,3,low,low,low,low,low
752,1,3,medium,medium,medium,medium,low
753,1,3,medium,medium,medium,medium,low
754,1,4,medium,medium,medium,medium,medium
755,1,5,medium,medium,medium,medium,medium
756,1,3,low,low,low,low,low
757,1,4,medium,low,medium,medium,low
758,1,3,low,low,low,low,low
759,1,4,medium,medium,medium,medium,medium
760,1,3,medium,low,low,medium,low
761,1,3,low,low,low,low,low
762,1,5,medium,medium,medium,medium,medium
763,1,4,medium,medium,medium,medium,medium
764,1,3,medium,low,medium,medium,medium
765,1,3,medium,low,low,medium,low
766,1,3,medium,medium,medium,medium,low
767,1,3,low,low,low,low,low
768,1,5,medium,medium,medium,medium,medium
769,1,5,medium,medium,medium,medium,medium
770,1,4,medium,medium,medium,medium,medium
771,1,4,medium,medium,medium,medium,medium
772,1,4,medium,low,medium,medium,low
773,1,4,medium,medium,low,medium,low
774,1,4,medium,medium,medium,medium,medium
775,1,3,low,low,low,medium,low
776,1,2,medium,medium,medium,medium,medium
777,1,4,medium,medium,medium,medium,medium
778,1,3,medium,low,medium,medium,medium
779,1,4,medium,medium,medium,medium,medium
780,1,4,medium,medium,medium,medium,medium
781,1,4,medium,low,medium,medium,medium
782,1,4,medium,low,medium,medium,medium
783,1,4,medium,medium,medium,medium,low
784,1,5,medium,medium,medium,medium,medium
785,1,5,medium,medium,medium,medium,medium
786,1,4,medium,medium,medium,medium,medium
787,1,4,medium,medium,medium,medium,medium
788,1,3,medium,low,medium,medium,medium
789,1,2,low,low,low,low,low
790,1,3,medium,low,medium,medium,medium
791,1,3,low,low,low,low,low
792,1,4,medium,low,medium,medium,low
793,1,4,medium,medium,medium,medium,medium
794,1,3,medium,medium,medium,medium,medium
795,1,4,medium,medium,medium,medium,medium
796,1,4,medium,medium,medium,medium,medium
797,1,4,medium,medium,medium,medium,medium
798,1,4,medium,medium,medium,medium,medium
799,1,3,low,low,low,low,low
800,1,5,medium,medium,medium,medium,medium
801,1,3,medium,low,medium,medium,low
802,1,4,medium,medium,medium,medium,medium
803,1,4,medium,medium,medium,medium,low
804,1,3,medium,medium,medium,medium,medium
805,1,5,medium,low,medium,medium,low
806,1,3,medium,medium,medium,medium,low
807,1,4,medium,low,medium,medium,low
808,1,2,low,low,low,medium,low
809,1,3,medium,low,low,medium,low
810,1,3,medium,medium,medium,medium,medium
811,1,3,medium,low,medium,medium,medium
812,1,3,medium,low,medium,medium,low
813,1,3,medium,low,low,medium,low
814,1,4,medium,low,low,medium,low
815,1,4,medium,low,low,medium,low
816,1,3,medium,low,low,low,low
817,1,5,medium,medium,medium,medium,medium
818,1,3,low,low,low,low,low
819,1,3,medium,low,low,medium,low
820,1,3,medium,low,low,medium,low
821,1,4,medium,low,low,medium,low
822,1,3,medium,medium,medium,medium,medium
823,1,3,medium,medium,medium,medium,low
824,1,3,low,low,low,low,low
825,1,3,low,low,low,low,low
826,1,5,medium,medium,medium,medium,medium
827,1,2,medium,medium,medium,medium,low
828,1,5,medium,medium,medium,medium,medium
829,1,3,low,low,low,low,low
830,1,4,medium,medium,medium,medium,medium
831,1,4,medium,medium,medium,medium,low
832,1,1,medium,medium,medium,medium,low
833,1,4,medium,medium,medium,medium,medium
834,1,4,medium,low,medium,low,medium
835,1,4,medium,low,medium,medium,low
836,1,3,low,low,low,low,low
837,1,3,medium,low,low,medium,low
838,1,1,low,low,low,medium,low
839,1,4,medium,medium,medium,medium,medium
840,1,4,medium,medium,medium,medium,medium
841,1,2,medium,medium,medium,medium,low
842,1,3,low,low,low,low,low
843,1,3,medium,medium,medium,medium,medium
844,1,3,low,low,low,low,low
845,1,4,medium,low,medium,medium,medium
846,1,4,medium,medium,medium,medium,medium
847,1,5,medium,low,low,medium,low
848,1,2,low,low,low,low,low
849,1,2,low,low,low,medium,low
850,1,6,medium,medium,medium,medium,medium
851,1,4,medium,medium,medium,medium,medium
852,1,5,medium,low,medium,medium,medium
853,1,4,medium,low,low,low,low
854,1,2,medium,low,medium,medium,low
855,1,4,medium,medium,medium,medium,medium
856,1,4,medium,low,medium,medium,medium
857,1,3,low,low,low,low,low
858,1,4,medium,medium,medium,medium,medium
859,1,6,medium,medium,medium,medium,medium
860,1,4,medium,medium,medium,medium,medium
861,1,3,medium,medium,medium,medium,medium
862,1,3,medium,medium,medium,medium,medium
863,1,3,low,low,low,low,low
864,1,4,medium,low,medium,medium,medium
865,1,3,medium,medium,medium,medium,medium
866,1,4,medium,medium,medium,medium,medium
867,1,3,medium,low,low,medium,low
868,1,5,medium,medium,medium,medium,medium
869,1,2,medium,low,low,medium,low
870,1,3,medium,low,medium,medium,medium
871,1,4,medium,low,low,medium,low
872,1,4,medium,medium,medium,medium,medium
873,1,3,medium,low,low,medium,low
874,1,5,medium,medium,medium,medium,medium
875,1,4,medium,medium,medium,medium,medium
876,1,3,medium,low,low,medium,low
877,1,5,medium,medium,medium,medium,medium
878,1,3,medium,medium,medium,medium,medium
879,1,4,medium,low,low,medium,low
880,1,4,medium,low,low,medium,low
881,1,3,low,low,low,low,low
882,1,4,medium,low,medium,medium,low
883,1,4,medium,low,medium,medium,low
884,1,4,medium,medium,medium,medium,low
885,1,3,low,low,low,low,low
886,1,4,medium,low,medium,medium,medium
887,1,4,medium,medium,medium,medium,medium
888,1,4,medium,low,medium,medium,medium
889,1,3,medium,medium,medium,medium,medium
890,1,3,medium,medium,medium,medium,medium
891,1,4,medium,medium,medium,medium,medium
892,1,4,medium,medium,medium,medium,medium
893,1,3,medium,low,low,medium,low
894,1,4,medium,low,medium,medium,medium
895,1,3,medium,medium,medium,medium,medium
896,1,3,medium,medium,medium,medium,medium
897,1,4,medium,medium,medium,medium,medium
898,1,3,medium,medium,medium,medium,medium
899,1,3,medium,medium,medium,medium,medium
900,1,4,medium,medium,medium,medium,medium
901,1,3,low,low,low,low,low
902,1,4,medium,low,medium,medium,medium
903,1,3,low,low,low,low,low
904,1,3,medium,low,low,medium,low
905,1,3,medium,medium,medium,medium,low
906,1,6,medium,medium,medium,medium,medium
907,1,4,medium,medium,medium,medium,medium
908,1,4,medium,low,low,low,low
909,1,4,medium,medium,medium,medium,medium
910,1,3,medium,medium,medium,medium,low
911,1,3,low,low,low,low,low
912,1,4,medium,medium,medium,medium,medium
913,1,4,medium,medium,medium,medium,medium
914,1,3,medium,medium,medium,medium,low
915,1,4,medium,low,medium,medium,medium
916,1,4,medium,low,medium,medium,medium
917,1,3,medium,medium,medium,medium,medium
918,1,4,medium,medium,medium,medium,medium
919,1,4,low,low,low,low,low
920,1,4,low,low,low,low,low
921,1,4,medium,medium,medium,medium,medium
922,1,3,medium,low,medium,medium,medium
923,1,3,medium,medium,medium,medium,medium
924,1,3,medium,low,low,medium,low
925,1,2,low,low,low,medium,low
926,1,2,low,low,low,medium,low
927,1,3,medium,medium,medium,medium,low
928,1,4,medium,medium,medium,medium,medium
929,1,5,medium,medium,medium,medium,medium
930,1,3,medium,medium,medium,medium,medium
931,1,4,medium,medium,medium,medium,medium
932,1,5,medium,low,medium,medium,low
933,1,3,low,low,low,low,low
934,1,4,medium,medium,medium,medium,medium
935,1,3,medium,medium,medium,medium,medium
936,1,3,medium,medium,medium,medium,medium
937,1,4,low,low,low,low,low
938,1,5,medium,low,medium,medium,medium
939,1,4,medium,medium,medium,medium,medium
940,1,3,low,low,low,low,low
941,1,5,medium,medium,medium,medium,medium
942,1,3,medium,low,low,low,low
943,1,3,medium,low,low,medium,low
944,1,3,low,low,low,low,low
945,1,4,medium,medium,medium,medium,medium
946,1,3,low,low,low,low,low
947,1,4,medium,medium,medium,medium,medium
948,1,5,medium,medium,medium,medium,medium
949,1,3,medium,low,low,medium,low
950,1,5,medium,medium,medium,medium,medium
951,1,5,medium,low,medium,medium,low
952,1,4,medium,medium,medium,medium,medium
953,1,6,medium,low,medium,medium,medium
954,1,4,medium,low,low,medium,medium
955,1,3,low,low,low,low,low
956,1,3,low,low,low,medium,low
957,1,4,medium,medium,medium,medium,medium
958,1,4,medium,medium,medium,medium,low
959,1,5,medium,low,medium,medium,medium
960,1,2,low,low,low,low,low
961,1,3,medium,medium,medium,medium,low
962,1,5,medium,medium,medium,medium,medium
963,1,3,low,low,low,medium,low
964,1,6,medium,medium,medium,medium,medium
965,1,4,low,low,low,low,low
966,1,3,medium,medium,medium,medium,low
967,1,5,medium,low,medium,medium,low
968,1,5,medium,medium,medium,medium,medium
969,1,3,low,low,low,low,low
970,1,4,medium,low,medium,medium,medium
971,1,3,medium,medium,medium,medium,medium
972,1,3,low,low,low,low,low
973,1,4,medium,low,low,medium,low
974,1,1,low,low,low,low,low
975,1,4,medium,medium,medium,medium,medium
976,1,5,medium,medium,medium,medium,medium
977,1,2,low,low,low,low,low
978,1,4,medium,low,low,medium,low
979,1,5,medium,low,low,medium,medium
980,1,4,medium,low,low,medium,low
981,1,4,medium,medium,medium,medium,medium
982,1,4,medium,medium,medium,medium,medium
983,1,3,low,low,low,low,low
984,1,3,medium,low,medium,medium,low
985,1,4,medium,low,medium,medium,low
986,1,4,medium,medium,medium,medium,medium
987,1,4,medium,medium,medium,medium,medium
988,1,4,medium,medium,medium,medium,medium
989,1,5,medium,medium,medium,medium,medium
990,1,4,medium,low,medium,medium,medium
991,1,4,medium,medium,medium,medium,medium
992,1,3,medium,medium,medium,medium,low
993,1,4,medium,medium,medium,medium,low
994,1,4,medium,medium,medium,medium,medium
995,1,2,medium,low,low,medium,low
996,1,4,medium,medium,medium,medium,low
997,1,4,medium,low,medium,medium,medium
998,1,4,medium,low,medium,medium,medium
999,1,5,medium,medium,medium,medium,medium
1000,1,6,medium,medium,medium,medium,medium
1001,1,3,medium,medium,medium,medium,low
1002,1,4,medium,low,medium,medium,low
1003,1,4,medium,medium,medium,medium,medium
1004,1,2,medium,low,medium,medium,low
1005,1,3,medium,low,medium,medium,low
1006,1,5,medium,medium,medium,medium,medium
1007,1,6,medium,medium,medium,medium,medium
1008,1,4,low,low,low,low,low
1009,1,4,medium,low,low,medium,low
1010,1,3,low,low,low,low,low
1011,1,4,medium,medium,medium,medium,medium
1012,1,3,medium,medium,medium,medium,medium
1013,1,2,medium,low,low,medium,low
1014,1,3,medium,low,medium,medium,medium
1015,1,4,medium,low,low,medium,low
1016,1,3,low,low,low,medium,low
1017,1,3,medium,medium,medium,medium,medium
1018,1,5,medium,low,medium,medium,low
1019,1,4,medium,medium,medium,medium,medium
1020,1,5,medium,medium,medium,medium,medium
1021,1,4,medium,medium,medium,medium,medium
1022,1,5,medium,medium,medium,medium,medium
1023,1,3,low,low,low,medium,low
1024,1,3,low,low,low,low,low
1025,1,5,medium,medium,medium,medium,medium
1026,1,4,medium,low,medium,medium,low
1027,1,4,medium,low,low,medium,low
1028,1,5,medium,medium,medium,medium,medium
1029,1,5,medium,low,low,medium,low
1030,1,4,medium,medium,medium,medium,low
1031,1,5,medium,medium,medium,medium,medium
1032,1,4,medium,medium,medium,medium,medium
1033,1,5,medium,medium,medium,medium,medium
1034,1,3,medium,medium,medium,medium,medium
1035,1,5,medium,medium,medium,medium,medium
1036,1,3,medium,low,medium,medium,low
1037,1,3,low,low,low,low,low
1038,1,5,medium,low,medium,medium,medium
1039,1,4,medium,low,medium,medium,low
1040,1,4,medium,medium,medium,medium,medium
1041,1,2,medium,low,low,low,low
1042,1,4,medium,medium,medium,medium,medium
1043,1,5,medium,medium,medium,medium,medium
1044,1,2,low,low,low,low,low
1045,1,4,medium,low,medium,medium,low
1046,1,3,medium,medium,medium,medium,low
1047,1,5,medium,low,medium,medium,medium
1048,1,4,medium,low,medium,medium,low
1049,1,4,medium,medium,medium,medium,medium
1050,1,4,medium,medium,medium,medium,medium
1051,1,4,medium,low,medium,medium,low
1052,1,4,medium,medium,medium,medium,medium
1053,1,3,medium,medium,medium,medium,medium
1054,1,3,medium,low,medium,medium,medium
1055,1,3,medium,low,low,medium,low
1056,1,2,medium,medium,medium,medium,medium
1057,1,5,medium,low,medium,medium,low
1058,1,5,medium,medium,medium,medium,medium
1059,1,5,medium,medium,medium,medium,medium
1060,1,3,medium,low,medium,medium,low
1061,1,3,low,low,low,low,low
1062,1,4,low,low,low,low,low
1063,1,5,medium,medium,medium,medium,medium
1064,1,3,medium,low,medium,medium,medium
1065,1,4,low,low,low,low,low
1066,1,5,medium,medium,medium,medium,medium
1067,1,4,medium,low,low,medium,low
1068,1,4,medium,medium,medium,medium,medium
1069,1,4,medium,medium,medium,medium,medium
1070,1,3,low,low,low,medium,low
1071,1,3,medium,medium,medium,medium,medium
1072,1,3,medium,medium,medium,medium,low
1073,1,3,medium,medium,medium,medium,low
1074,1,2,medium,low,low,medium,low
1075,1,3,medium,medium,medium,medium,medium
1076,1,6,medium,medium,medium,medium,medium
1077,1,3,medium,low,low,medium,low
1078,1,6,medium,low,medium,medium,medium
1079,1,4,medium,low,medium,medium,low
1080,1,4,medium,low,medium,medium,low
1081,1,4,medium,low,medium,medium,low
1082,1,3,low,low,low,low,low
1083,1,3,medium,medium,low,medium,low
1084,1,4,medium,medium,medium,medium,medium
1085,1,4,medium,medium,medium,medium,medium
1086,1,4,medium,medium,medium,medium,medium
1087,1,5,medium,low,medium,medium,low
1088,1,5,medium,medium,medium,medium,medium
1089,1,5,medium,low,medium,medium,medium
1090,1,3,medium,low,low,medium,low
1091,1,5,medium,medium,medium,medium,medium
1092,1,5,medium,medium,medium,medium,medium
1093,1,4,low,low,low,medium,low
1094,1,4,medium,medium,medium,medium,medium
1095,1,3,medium,low,low,medium,low
1096,1,2,low,low,low,low,low
1097,1,4,medium,low,low,medium,low
1098,1,3,low,low,low,low,low
1099,1,4,low,low,low,low,low
1100,1,3,low,low,low,low,low
1101,1,3,low,low,low,low,low
1102,1,3,medium,low,medium,medium,low
1103,1,2,medium,low,low,low,low
1104,1,5,medium,low,medium,medium,medium
1105,1,4,medium,medium,medium,medium,medium
1106,1,4,medium,medium,medium,medium,medium
1107,1,2,medium,medium,medium,medium,low
1108,1,4,medium,medium,medium,medium,medium
1109,1,4,medium,medium,medium,medium,medium
1110,1,4,medium,medium,medium,medium,medium
1111,1,5,medium,medium,medium,medium,medium
1112,1,4,medium,medium,medium,medium,medium
1113,1,5,medium,low,medium,medium,medium
1114,1,4,medium,low,low,medium,low
1115,1,3,medium,low,medium,medium,low
1116,1,4,low,low,low,low,low
1117,1,3,low,low,low,low,low
1118,1,4,low,low,low,low,low
1119,1,5,medium,medium,medium,medium,medium
1120,1,3,medium,low,low,low,low
1121,1,1,medium,low,low,medium,low
1122,1,6,medium,medium,medium,medium,medium
1123,1,3,medium,low,low,medium,low
1124,1,5,medium,medium,medium,medium,medium
1125,1,3,low,low,low,low,low
1126,1,4,medium,medium,medium,medium,medium
1127,1,4,medium,low,medium,medium,medium
1128,1,3,low,low,low,low,low
1129,1,3,medium,low,medium,medium,medium
1130,1,3,low,low,low,low,low
1132,1,4,medium,medium,medium,medium,medium
1133,1,5,medium,medium,medium,medium,medium
1134,1,3,medium,medium,medium,medium,medium
1135,1,6,medium,medium,medium,medium,medium
1136,1,4,medium,medium,medium,medium,medium
1137,1,3,medium,low,low,low,low
1138,1,3,medium,medium,medium,medium,medium
1139,1,4,medium,low,medium,medium,low
1140,1,4,medium,medium,medium,medium,medium
1141,1,3,medium,medium,medium,medium,medium
1142,1,4,low,low,low,low,low
1143,1,4,medium,medium,medium,medium,medium
1144,1,4,medium,low,medium,medium,medium
1145,1,5,medium,low,medium,medium,medium
1146,1,3,medium,medium,medium,medium,medium
1147,1,5,medium,low,medium,medium,medium
1148,1,4,medium,medium,medium,medium,medium
1149,1,6,medium,medium,medium,medium,medium
1150,1,5,medium,medium,medium,medium,medium
1151,1,4,medium,low,medium,medium,medium
1152,1,5,medium,medium,medium,medium,medium
1153,1,5,medium,medium,medium,medium,medium
1154,1,4,medium,medium,medium,medium,medium
1155,1,5,medium,medium,medium,medium,medium
1156,1,4,medium,low,medium,medium,medium
1157,1,3,low,low,low,medium,low
1158,1,5,medium,low,medium,medium,medium
1159,1,5,medium,medium,medium,medium,low
1160,1,4,medium,medium,medium,medium,low
1161,1,4,medium,low,medium,medium,low
1162,1,5,medium,medium,medium,medium,medium
1163,1,4,medium,medium,medium,medium,medium
1164,1,4,medium,medium,medium,medium,medium
1165,1,4,medium,low,low,medium,low
1166,1,5,medium,low,medium,medium,medium
1167,1,4,medium,medium,medium,medium,medium
1168,1,5,medium,low,low,medium,low
1169,1,4,medium,low,low,medium,low
1170,1,6,medium,low,medium,medium,medium
1171,1,5,medium,medium,medium,medium,medium
1172,1,4,medium,medium,medium,medium,medium
1173,1,4,medium,medium,medium,medium,medium
