essay_id,prompt_id,sentence_fluency_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
447,1,5,low,low,medium,low,medium,low,low,low,medium,low
448,1,3,low,low,low,medium,low,low,low,low,medium,low
449,1,1,low,low,low,low,low,low,low,low,low,low
450,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
451,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
452,1,4,low,low,low,low,low,low,low,low,low,low
453,1,4,low,low,low,low,low,low,low,low,low,low
454,1,4,medium,medium,low,medium,low,low,medium,low,medium,low
455,1,2,low,low,low,low,low,low,low,low,low,low
456,1,2,low,low,low,low,low,low,low,low,low,low
457,1,6,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
458,1,4,low,low,low,low,low,low,medium,low,medium,low
459,1,4,low,low,low,low,low,low,low,low,low,low
460,1,4,low,low,low,low,low,low,low,low,low,low
461,1,4,low,low,low,medium,medium,low,medium,medium,medium,low
462,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
463,1,4,low,medium,medium,medium,medium,low,medium,medium,medium,low
464,1,2,low,low,low,low,low,low,low,low,low,low
465,1,3,low,low,medium,low,medium,low,low,medium,medium,low
466,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
467,1,4,low,medium,medium,medium,medium,low,medium,medium,medium,low
468,1,3,low,medium,low,low,low,low,low,low,medium,low
469,1,4,low,low,medium,medium,low,low,medium,low,medium,low
470,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
471,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
472,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
473,1,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
474,1,2,low,low,low,low,low,low,low,low,low,low
475,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
476,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
477,1,2,low,low,low,low,low,low,low,low,low,low
478,1,5,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
479,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
480,1,3,low,low,low,low,low,low,low,low,low,low
481,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
482,1,3,low,medium,medium,medium,medium,low,low,medium,medium,low
483,1,4,low,medium,medium,medium,medium,low,medium,medium,medium,low
484,1,4,low,low,low,low,medium,low,low,low,low,low
485,1,4,low,medium,low,medium,low,low,medium,low,medium,low
486,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
487,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
488,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
489,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
490,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
491,1,3,low,medium,low,low,low,low,low,low,medium,low
492,1,3,low,low,low,medium,low,low,low,low,medium,low
493,1,4,low,medium,medium,medium,medium,low,low,medium,medium,low
494,1,3,low,low,low,low,low,low,low,low,low,low
495,1,5,low,low,low,low,low,low,low,low,low,low
496,1,4,low,low,low,low,low,low,low,low,low,low
497,1,5,low,low,low,low,low,low,low,low,low,low
498,1,5,low,medium,low,low,low,low,low,low,medium,low
499,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
500,1,4,low,medium,medium,medium,medium,low,medium,medium,medium,low
501,1,3,low,low,low,low,low,low,low,low,medium,low
502,1,2,low,low,low,low,low,low,low,low,low,low
503,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
504,1,5,medium,medium,low,medium,medium,low,medium,low,medium,medium
505,1,4,low,low,low,low,low,low,low,low,low,low
506,1,2,low,medium,medium,medium,medium,low,low,medium,medium,low
507,1,3,low,low,low,low,low,low,low,low,low,low
508,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
509,1,4,low,medium,medium,medium,medium,low,medium,medium,medium,low
510,1,3,low,low,low,low,low,low,low,low,low,low
511,1,3,low,medium,medium,medium,medium,low,medium,medium,medium,medium
512,1,3,low,low,low,low,low,low,low,low,low,low
513,1,4,low,low,medium,medium,medium,low,medium,low,medium,low
514,1,3,low,low,low,low,low,low,low,low,low,low
515,1,3,low,low,low,low,low,low,low,low,low,low
516,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
517,1,4,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
518,1,4,low,low,low,low,low,low,low,low,low,low
519,1,5,low,low,medium,medium,medium,low,medium,medium,medium,medium
520,1,3,low,low,low,low,low,low,low,low,low,low
521,1,3,low,medium,medium,low,medium,low,medium,medium,medium,low
522,1,4,low,low,low,low,low,low,low,low,low,low
523,1,5,low,low,medium,medium,medium,low,low,medium,medium,low
524,1,4,medium,medium,medium,medium,medium,low,medium,medium,medium,low
525,1,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
526,1,3,low,low,medium,low,medium,low,low,low,medium,low
527,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
528,1,4,low,low,low,low,low,low,low,low,medium,low
529,1,2,low,low,medium,low,low,low,low,low,medium,low
530,1,4,low,low,low,medium,low,low,low,low,medium,low
531,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
532,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
533,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
534,1,5,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
535,1,4,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
536,1,4,low,low,low,low,low,low,low,low,low,low
537,1,4,low,medium,medium,medium,medium,low,low,medium,medium,medium
538,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
539,1,3,low,low,low,medium,medium,low,low,low,low,low
540,1,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
541,1,5,medium,medium,medium,medium,medium,low,medium,medium,medium,low
542,1,6,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
543,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
544,1,3,low,low,low,medium,medium,low,medium,medium,medium,low
545,1,1,low,low,low,low,low,low,low,low,low,low
546,1,2,low,low,low,low,low,low,low,low,low,low
547,1,5,low,low,low,low,low,low,low,low,low,low
548,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
549,1,4,low,medium,low,low,low,low,low,low,medium,low
550,1,5,low,medium,medium,medium,medium,low,low,medium,medium,low
551,1,4,low,medium,medium,medium,medium,low,medium,medium,medium,low
552,1,2,low,medium,low,medium,medium,low,medium,low,medium,low
553,1,3,low,medium,low,low,low,low,medium,low,medium,low
554,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
555,1,4,low,medium,medium,medium,medium,low,medium,medium,medium,low
556,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
557,1,5,low,medium,medium,medium,medium,low,medium,medium,medium,low
558,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
559,1,6,low,medium,low,low,medium,low,medium,low,medium,low
560,1,3,low,low,medium,medium,medium,low,low,medium,medium,low
561,1,3,low,low,low,low,low,low,low,low,low,low
562,1,4,low,low,low,medium,low,low,medium,low,medium,low
563,1,3,low,low,low,low,low,low,low,low,medium,low
564,1,5,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
565,1,4,low,medium,medium,medium,medium,low,low,medium,medium,low
566,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
567,1,3,low,medium,medium,medium,medium,low,medium,medium,medium,low
568,1,4,low,medium,medium,medium,medium,low,low,medium,medium,low
569,1,4,low,low,low,low,low,low,low,low,medium,low
570,1,3,low,low,low,low,low,low,low,low,low,low
571,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
572,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
573,1,4,low,medium,medium,medium,medium,low,medium,low,medium,low
574,1,3,low,medium,medium,medium,medium,low,medium,medium,medium,medium
575,1,4,low,low,medium,low,medium,low,medium,low,low,low
576,1,4,low,medium,low,low,medium,low,medium,low,medium,low
577,1,2,low,low,low,medium,medium,low,low,low,medium,low
578,1,3,low,low,low,low,low,low,low,low,low,low
579,1,3,low,low,low,low,low,low,low,low,low,low
580,1,3,low,medium,low,medium,medium,low,low,low,medium,medium
581,1,4,low,medium,low,medium,medium,low,low,low,medium,low
582,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
583,1,3,low,medium,low,medium,medium,low,low,low,medium,low
584,1,4,low,low,low,low,low,low,low,low,low,low
585,1,5,low,low,low,low,medium,low,low,low,medium,low
586,1,4,medium,medium,medium,medium,medium,low,medium,medium,medium,low
587,1,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
588,1,4,medium,low,medium,medium,medium,medium,medium,medium,medium,medium
589,1,3,low,low,low,low,low,low,medium,low,medium,low
590,1,2,low,medium,medium,medium,medium,low,low,medium,medium,low
591,1,3,low,low,low,low,low,low,low,low,low,low
592,1,3,low,medium,medium,medium,medium,low,low,medium,medium,low
593,1,4,low,medium,medium,low,medium,low,low,low,medium,low
594,1,2,low,medium,medium,medium,medium,low,medium,medium,medium,low
595,1,4,medium,medium,medium,medium,medium,low,medium,medium,medium,low
596,1,2,low,low,low,low,low,low,low,low,low,low
597,1,5,medium,low,medium,medium,low,low,medium,medium,medium,low
598,1,3,low,low,low,low,low,low,low,low,low,low
599,1,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
600,1,2,low,low,low,low,low,low,low,low,low,low
601,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
602,1,3,low,low,low,low,low,low,low,low,low,low
603,1,4,low,low,low,low,low,low,low,low,low,low
604,1,4,low,low,medium,medium,low,low,medium,low,medium,low
605,1,3,low,low,low,low,low,low,low,low,low,low
606,1,3,medium,medium,medium,medium,medium,low,medium,medium,medium,low
607,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
608,1,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
609,1,3,low,medium,medium,low,low,low,low,low,medium,low
610,1,2,low,low,low,low,low,low,low,low,low,low
611,1,3,low,low,low,low,low,low,low,low,medium,low
612,1,4,low,medium,medium,medium,medium,medium,low,medium,medium,medium
613,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
614,1,3,low,low,low,low,low,low,low,low,medium,low
615,1,5,medium,medium,medium,medium,medium,low,medium,medium,medium,low
616,1,4,low,low,low,low,low,low,low,low,low,low
617,1,5,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
618,1,5,low,medium,medium,medium,medium,low,low,medium,medium,medium
619,1,6,low,low,medium,medium,medium,low,medium,medium,medium,low
620,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
621,1,3,low,low,low,low,low,low,low,low,low,low
622,1,4,low,medium,medium,medium,medium,medium,low,medium,medium,medium
623,1,2,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
624,1,3,low,low,low,low,low,low,low,low,low,low
625,1,4,low,medium,medium,low,medium,low,low,medium,medium,low
626,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
627,1,3,medium,medium,medium,medium,medium,low,low,medium,medium,low
628,1,5,low,medium,medium,medium,medium,low,low,medium,medium,low
629,1,4,low,medium,low,medium,medium,low,low,low,low,low
630,1,5,low,low,medium,medium,low,low,low,low,medium,low
631,1,4,low,medium,medium,medium,medium,low,low,medium,medium,low
632,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
633,1,3,low,low,low,low,low,low,low,low,medium,low
634,1,2,low,low,low,low,low,low,low,low,low,low
635,1,4,low,medium,medium,medium,medium,medium,low,medium,medium,medium
636,1,5,low,low,low,medium,medium,low,medium,low,medium,low
637,1,3,low,low,low,low,low,low,low,low,low,low
638,1,4,low,low,medium,medium,low,low,medium,low,medium,low
639,1,3,low,medium,low,low,low,low,low,low,medium,low
640,1,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
641,1,3,low,medium,medium,low,low,low,low,medium,medium,low
642,1,4,low,low,low,low,low,low,low,low,low,low
643,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
644,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
645,1,3,low,low,low,low,low,low,low,low,low,low
646,1,3,low,low,low,low,low,low,low,low,low,low
647,1,4,low,low,medium,medium,medium,low,low,low,medium,low
648,1,2,low,medium,low,medium,low,low,low,low,low,low
649,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
650,1,5,medium,low,medium,medium,medium,low,medium,medium,medium,low
651,1,3,low,medium,low,low,low,low,medium,low,medium,low
652,1,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
653,1,4,low,low,medium,low,low,low,low,low,medium,low
654,1,4,low,low,low,low,medium,low,low,low,medium,low
655,1,3,low,medium,medium,low,medium,low,medium,low,medium,low
656,1,4,low,medium,low,medium,low,low,low,low,medium,low
657,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
658,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
659,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
660,1,6,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
661,1,4,low,low,medium,low,low,low,low,low,low,low
662,1,3,low,medium,medium,medium,medium,low,medium,medium,medium,low
663,1,4,low,low,low,medium,low,low,low,low,low,low
664,1,3,low,low,low,low,low,low,low,low,low,low
665,1,2,low,low,low,low,low,low,low,low,low,low
666,1,4,medium,medium,medium,medium,medium,low,medium,medium,medium,low
667,1,4,low,medium,medium,medium,medium,low,low,medium,medium,low
668,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
669,1,4,low,medium,low,medium,low,low,low,low,medium,low
670,1,3,low,medium,medium,low,medium,low,low,low,medium,low
671,1,3,low,medium,medium,medium,medium,low,low,medium,medium,low
672,1,4,low,low,low,low,low,low,low,low,low,low
673,1,2,low,low,low,low,low,low,low,low,medium,low
674,1,3,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
675,1,3,low,low,low,medium,low,low,low,low,low,low
676,1,3,low,low,low,low,low,low,low,low,medium,low
677,1,3,low,medium,medium,low,low,low,low,low,medium,low
678,1,3,low,low,low,medium,low,low,low,low,low,low
679,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
680,1,3,low,medium,low,medium,medium,low,medium,low,medium,low
681,1,3,low,medium,medium,medium,medium,low,medium,medium,medium,low
682,1,4,low,medium,low,medium,medium,low,medium,medium,medium,low
683,1,4,low,low,low,low,low,low,low,low,medium,low
684,1,5,low,medium,low,medium,medium,low,low,low,medium,low
685,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
686,1,4,low,medium,medium,low,medium,low,low,low,medium,low
687,1,4,low,medium,medium,medium,medium,low,medium,medium,medium,medium
688,1,4,low,low,medium,medium,medium,low,medium,low,medium,low
689,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
690,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
691,1,3,low,low,low,low,low,low,low,low,low,low
692,1,2,low,low,medium,medium,medium,low,low,low,medium,low
693,1,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
694,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
695,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
696,1,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
697,1,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
698,1,3,low,low,low,low,low,low,low,low,low,low
699,1,5,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
700,1,3,low,low,low,low,low,low,low,low,low,low
701,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
702,1,2,low,medium,medium,low,low,low,low,low,medium,low
703,1,4,low,low,low,low,low,low,low,low,low,low
704,1,3,low,medium,low,low,low,low,low,low,low,low
705,1,3,low,medium,medium,medium,medium,low,medium,low,medium,low
706,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
707,1,3,low,low,low,low,low,low,low,low,low,low
708,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
709,1,4,low,low,low,low,low,low,low,low,low,low
710,1,4,medium,medium,medium,medium,medium,low,medium,medium,medium,low
