essay_id,Grammar_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
1BAD681F72CB,2.5,medium,medium,low,low,medium,medium,medium,low,medium,medium
1BC40A063549,3.0,low,low,low,low,medium,low,low,low,low,medium
1BD023792E29,4.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
1BE17E2DA549,3.0,low,medium,low,low,medium,medium,low,low,medium,medium
1BE638E9C951,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1BEADE7B4160,2.0,low,low,low,low,low,low,low,low,low,low
1C0E34879BB0,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1C17939C40A7,2.0,medium,low,low,low,medium,medium,low,low,medium,medium
1C1E049AB15F,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1C2665B95694,2.5,low,low,low,low,low,low,low,low,medium,medium
1C31DA60C28D,2.0,low,low,low,low,low,low,low,low,low,low
1C65B8D20F73,2.5,low,low,low,low,low,low,low,low,low,low
1C911B0C2A2D,2.5,low,low,low,low,low,low,low,low,low,low
1CB9668F242D,3.5,medium,medium,medium,low,medium,medium,low,medium,medium,medium
1CC7C3E50765,3.0,low,low,low,low,low,low,low,low,low,medium
1CE5DBCEF2CE,2.0,low,low,low,low,low,low,low,low,low,low
1CF3776F970D,3.0,medium,medium,low,low,medium,medium,low,low,low,medium
1CFAD2A1BC00,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1CFAD594A087,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1D1C40F5718C,2.5,low,low,low,low,low,low,low,low,low,medium
1D2C46F51793,3.0,low,low,low,low,low,low,low,low,low,medium
1D31AE0453BC,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1D327ADD95AA,4.5,high,high,high,high,high,high,high,high,high,high
1D47271C213D,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
1D75D76AC202,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1D82FAFE677B,3.0,low,low,low,low,low,low,low,low,low,low
1D8BDC81DE2C,2.5,low,low,low,low,low,low,low,low,low,medium
1D944BF5BE87,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1DB195AA7BE3,1.5,low,low,low,low,low,low,low,low,low,low
1DDA34D8E4D3,2.5,low,low,low,low,low,low,low,low,low,low
1DDC2D1DB4EE,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1DE0E7C48DF0,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
1DFACB5D0C9E,3.0,low,low,low,low,low,low,low,low,low,low
1DFAE221EE14,4.0,low,low,low,low,low,low,low,low,low,medium
1E11EA73C7B3,4.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
1E176F592611,2.5,medium,medium,low,low,medium,medium,low,medium,medium,medium
1E2B10DC7A53,2.5,low,low,low,low,low,low,low,low,low,medium
1E492FE5045A,3.0,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
1E4E4216EB39,3.5,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
1E6F7CF7470E,2.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
1E7CF4875ED5,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1E8ABB190763,2.0,medium,medium,low,low,medium,low,low,low,medium,medium
1EB4D8BFB732,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1EEA95D39409,2.0,low,low,low,low,low,low,low,low,low,low
1F0A461A2589,2.5,low,medium,low,low,medium,medium,low,low,medium,medium
1F217579A773,2.5,low,low,low,low,low,low,low,low,low,low
1F28812EE23D,2.5,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
1F3620A2965E,4.0,medium,high,medium,medium,medium,medium,medium,medium,medium,high
1F4961D46D29,4.5,medium,high,medium,high,high,high,high,high,high,high
1F50675D8683,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1F7FD80F4396,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
1F9C0492FB8A,2.5,low,low,low,low,low,low,low,low,low,low
1FAC31F5C8DC,3.0,medium,medium,low,low,medium,medium,low,low,medium,medium
1FACF7E8D0A7,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1FB89CF59E5B,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1FB9B9E08786,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
1FC46D4B9D8C,2.5,medium,low,low,low,medium,medium,medium,low,medium,medium
1FE3EE0E16A8,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
2003BF2E6DD0,4.5,medium,high,medium,high,medium,medium,high,high,high,high
200671752EE0,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2010889A6522,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
202C217E354A,2.0,low,low,low,low,low,low,low,low,low,low
205069BE2E53,3.0,low,low,low,low,low,low,low,low,low,low
205D590BCBB1,3.0,low,medium,low,low,medium,medium,low,medium,medium,medium
206522E53696,2.5,low,low,low,low,low,low,low,low,low,low
2082C42A8F43,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
209A6BC99DB9,4.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
20A2147B6DB8,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
20A42E81AC2B,2.0,low,low,low,low,low,low,low,low,low,low
20AA145EB328,4.0,medium,high,medium,high,medium,medium,medium,medium,medium,medium
20BC5CCE8C64,3.0,low,low,low,low,low,low,low,low,low,low
20CF9410DC4A,3.0,medium,high,medium,medium,medium,medium,medium,medium,medium,high
20E194B18D0E,4.5,medium,medium,low,low,medium,medium,low,low,low,medium
20E2B07931F3,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
20FB731C7598,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
2116231D1DC4,2.0,low,low,low,low,low,low,low,low,low,low
211699D25472,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
214EC21D1403,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21535555126A,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
2157AE4AFAA6,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
21737947650E,2.0,low,low,low,low,low,low,low,low,low,low
21741500885B,3.5,low,low,low,low,low,low,low,low,low,low
2175BC2F7C2C,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
21884C3DC96A,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
219A0A3B6B5D,2.5,low,low,low,low,low,low,low,low,low,medium
21B100A503DC,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
21EFAE02832D,2.0,medium,medium,medium,low,medium,medium,low,low,low,medium
21F8069EC7F7,3.5,medium,medium,low,low,medium,medium,low,low,medium,medium
21FB103CCBBF,3.5,low,low,low,low,low,low,low,low,low,low
221BA383246D,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
222D14189E1F,3.0,low,low,low,low,low,low,low,low,low,low
223FCA37F79D,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2265CC4410DE,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
227569D39F6D,2.5,low,low,low,low,low,low,low,low,low,medium
2286BCFF86EB,4.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
2299FA736E92,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
22BF4720FB84,2.0,low,medium,low,low,medium,medium,low,low,low,medium
22CFD6C961E3,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
22D02123C65D,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
22E55C32A973,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
22F16C83DE10,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
22F571F54234,4.5,medium,high,medium,high,medium,medium,medium,medium,high,high
22FDAB421C71,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
2327EC67A339,3.0,low,low,low,low,low,low,low,low,low,low
232A59426B1E,2.5,low,low,low,low,low,low,low,low,low,low
234F1BA430B7,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2358C2CE9966,2.0,medium,medium,low,low,medium,medium,low,low,low,medium
2379CD1725FE,2.5,low,low,low,low,low,low,low,low,low,medium
23958A3106EA,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
239A72DE1E35,3.5,low,low,low,low,low,low,low,low,low,medium
23B40A807A4E,2.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
23D5BA721F52,2.5,medium,medium,low,low,medium,medium,low,medium,medium,medium
23F0ABEF8370,2.0,low,low,low,low,low,low,low,low,low,medium
23FC0A3DF4C9,3.5,medium,medium,medium,medium,medium,medium,low,low,medium,medium
24050FFA49AE,4.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
244973AE9715,5.0,high,high,medium,high,high,high,high,high,high,high
245B5CD11772,3.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
24615FD199BE,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
248407B5DBB2,3.5,medium,high,medium,high,medium,medium,medium,medium,medium,medium
24B8DF4DA85A,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
24C508ED6FE2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
24C654C85C1F,4.0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
24DAF94F0A18,2.5,low,low,low,low,low,low,low,low,low,medium
24E7F271035B,4.5,medium,low,low,low,medium,low,low,low,medium,medium
25130AAA9552,3.0,low,low,low,low,low,low,low,low,low,low
25248BD3EEC2,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
253108CDC69F,3.5,low,low,low,low,low,low,low,low,low,low
2538542762C0,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
253B2D521F14,4.0,low,medium,low,low,medium,low,low,low,low,low
25518B329285,3.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
25597135F582,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2567C158F746,2.5,low,low,low,low,low,low,low,low,low,medium
2568B64DB374,3.0,low,low,low,low,low,low,low,low,low,medium
257D0126F271,3.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
2580A540719C,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
25BFA95D04DE,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
25BFEA75C65A,3.5,medium,medium,medium,low,medium,medium,low,medium,medium,medium
25F1B2374A32,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
25FA30699A04,4.5,medium,high,medium,medium,medium,medium,medium,medium,high,medium
2623A90F72B9,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2637F9BEE7D3,2.5,medium,low,low,low,medium,low,low,low,low,medium
263A29FC4FB1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
263C2C01BC08,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
265FCDBBF0C1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2675A97C2B76,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
26788FA4ED04,3.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
269026CFBEC9,2.5,low,low,low,low,low,low,low,low,low,low
269101ABF266,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
26D32FF6313F,3.0,low,low,low,low,low,low,low,low,low,low
26E2AD762E9B,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
26EA99485576,3.5,medium,high,medium,medium,medium,medium,medium,medium,medium,high
2716F5E20A4F,1.0,low,low,low,low,low,low,low,low,low,low
2723DB12AC00,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
272CA21BAE13,2.5,low,low,low,low,low,low,low,low,low,medium
277A95AC0190,4.0,low,medium,low,low,medium,low,medium,medium,medium,medium
278DE0BFACBF,3.0,medium,medium,low,low,medium,medium,low,low,medium,medium
279245CFCCF4,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
27B8304D6E89,2.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
27D80E5F87B1,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
27E725D251A8,3.0,low,low,low,low,medium,low,low,low,medium,medium
27FC2D31B704,3.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
280F4A13DE2B,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
281AB73DF311,4.5,medium,high,medium,high,medium,high,medium,medium,high,high
2844FD2BF83B,3.0,low,low,low,low,low,low,low,low,low,low
28494A144B1A,2.5,medium,low,low,low,medium,low,low,low,low,medium
2855CD45984F,2.0,low,low,low,low,low,low,low,low,low,low
28639BE05BB7,2.5,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
28661F47D728,2.0,medium,low,low,low,low,low,low,low,medium,medium
286FE6743E88,2.0,low,low,low,low,low,low,low,low,low,low
287BE4F26530,3.0,low,low,low,low,low,low,low,low,low,medium
28930E0B8820,3.0,low,medium,low,low,medium,low,low,low,low,medium
28C8F048A469,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
28FF89DC3B40,3.0,low,low,low,low,low,low,low,low,low,medium
2909EE180A2A,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
292E635496C4,2.5,low,low,low,low,low,low,low,low,low,low
293A93F037A7,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2940713292A0,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
294C41270CAB,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
296B1DD1E251,2.0,low,low,low,low,medium,low,low,low,medium,medium
297ABDDBAA92,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
29905A8482BC,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
29B364A33B4E,2.5,low,low,low,low,low,low,low,low,low,low
29BB45AA907C,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
29BEFF0B3FA0,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
29E1FB4B1D42,2.5,low,low,low,low,low,low,low,low,low,low
29FCF6DFFFFC,3.0,low,low,low,low,low,low,low,low,low,low
2A18E2265D9E,3.5,low,low,low,low,low,low,low,low,low,low
2A2AE5FB899F,3.0,low,low,low,low,medium,low,low,low,medium,medium
2A4B5673EBAC,1.5,low,low,low,low,low,low,low,low,low,low
2A60299D5D14,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2A6F8A794455,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
2A7997AE8E72,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2A96CE614119,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2A9FC8634742,3.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
2AAA5F2F5270,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
2AC1514AB3B0,3.5,medium,low,low,low,medium,medium,medium,low,low,medium
2ACDFF7FCAAA,2.0,low,medium,low,low,low,medium,low,low,low,medium
2ACFD4F32565,3.0,low,medium,low,low,low,low,low,low,low,low
2B015051803E,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2B0888CD4C15,2.5,low,low,low,low,low,low,low,low,low,low
2B3CB2A6D7D0,3.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
2B4AB39B1C76,2.0,low,low,low,low,low,low,low,low,low,low
2B621C2F0716,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2B62F285FD21,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2B66CE2870AD,2.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
2B69ADAD868C,2.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
2B6BA642E4F5,2.0,low,low,low,low,low,low,low,low,low,low
2B6FE734CB4E,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2B9C5C3BB7B9,3.0,medium,low,low,low,medium,low,low,low,medium,medium
2B9FE67B7465,3.0,low,low,low,low,low,low,low,low,low,low
2BA422F3619F,2.5,low,low,low,low,low,low,low,low,low,low
2BAF09F7004D,3.0,medium,high,low,low,low,low,low,low,high,high
2BAFBD6D9755,3.0,low,low,low,low,low,low,low,low,low,low
2BE11993FB5F,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2BE976C99FDF,3.5,medium,medium,medium,low,medium,medium,medium,low,medium,medium
2BFB0A8F50E1,3.0,low,medium,low,low,low,low,low,low,low,low
2C0F002E8882,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
2C34CE94B837,2.0,medium,high,medium,high,medium,high,medium,high,high,high
2C38B62420C3,5.0,low,low,low,low,low,medium,low,low,low,medium
2C4DE9FD3734,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2C58AE2BD566,2.0,low,low,low,low,low,low,low,low,low,low
2C681168A674,2.5,medium,medium,medium,low,medium,medium,low,medium,medium,medium
2C76B87A843F,4.0,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
2C7750B811F3,2.5,medium,medium,low,low,medium,medium,medium,low,medium,medium
2C7A6E04F7D0,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2C8802241F51,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
2C94D8BCF2F9,2.0,low,low,low,low,medium,medium,low,low,medium,medium
2C9EA803FF3A,2.5,low,low,low,low,medium,low,low,low,low,low
2CAAF1F40F49,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
2CD73298526F,4.0,low,low,low,low,medium,medium,low,low,medium,medium
2CDDE76979DD,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2D0A261453D0,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2D194F068B93,2.5,medium,medium,low,low,medium,medium,medium,low,medium,medium
2D3E794C5206,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2D508127DEF1,4.0,medium,medium,low,low,medium,low,low,low,low,medium
2D5A9BEEB30D,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2D63639F997F,3.0,medium,medium,low,low,medium,medium,medium,medium,medium,high
2D6FA4DEBFD6,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
2D8464A3BD5B,3.5,low,low,low,low,low,low,low,low,low,medium
2D940E7F240C,4.0,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
2DAA07621328,3.5,low,low,low,low,low,medium,low,low,medium,low
2DDFC0DFC442,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
2DE38160D46B,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
2DFC9CC1793A,2.5,low,low,low,low,low,low,low,low,low,low
2E043F67934C,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
