essay_id,prompt_id,word_choice_score,question1,question2,question3,question4,question5,question6,question7,question8
517,1,3,medium,medium,medium,medium,low,medium,medium,medium
518,1,4,medium,low,low,low,low,medium,medium,medium
519,1,5,medium,medium,medium,medium,low,medium,medium,medium
520,1,3,low,low,low,low,low,low,high,high
521,1,3,low,low,low,low,low,low,medium,medium
522,1,4,medium,medium,low,low,low,medium,medium,medium
523,1,4,medium,medium,medium,medium,medium,medium,medium,medium
524,1,4,medium,medium,low,low,low,medium,medium,medium
525,1,4,medium,medium,medium,medium,low,medium,medium,medium
526,1,3,low,low,low,low,low,low,medium,medium
527,1,3,medium,medium,low,medium,low,medium,medium,medium
528,1,4,medium,medium,low,low,low,medium,medium,medium
529,1,3,low,low,low,low,low,medium,medium,medium
530,1,4,medium,low,low,low,low,medium,high,high
531,1,3,medium,medium,low,medium,medium,medium,medium,medium
532,1,4,medium,medium,low,medium,low,medium,medium,medium
533,1,5,medium,medium,medium,medium,low,medium,medium,medium
534,1,5,medium,medium,low,medium,low,medium,medium,medium
535,1,4,medium,medium,low,low,low,medium,medium,medium
536,1,4,medium,medium,low,low,low,medium,medium,medium
537,1,3,medium,low,low,low,low,medium,medium,medium
538,1,3,medium,medium,low,low,low,medium,medium,medium
539,1,3,medium,low,low,low,low,medium,medium,medium
540,1,4,medium,medium,low,low,low,medium,medium,medium
541,1,5,medium,medium,low,low,low,medium,medium,medium
542,1,6,medium,medium,medium,medium,medium,medium,medium,medium
543,1,3,medium,medium,low,low,low,medium,medium,medium
544,1,3,medium,medium,low,low,low,medium,medium,medium
545,1,1,low,low,low,low,low,medium,medium,medium
546,1,2,medium,low,low,low,low,medium,medium,medium
547,1,5,medium,medium,low,low,low,medium,high,medium
548,1,4,medium,medium,medium,medium,low,medium,medium,medium
549,1,4,medium,low,low,low,low,medium,medium,high
550,1,5,medium,medium,medium,medium,medium,medium,medium,medium
551,1,4,medium,low,low,low,low,medium,medium,medium
552,1,2,medium,low,low,low,low,medium,medium,medium
553,1,3,medium,low,low,low,medium,medium,high,medium
554,1,4,medium,medium,low,medium,low,medium,medium,medium
555,1,4,medium,medium,low,medium,low,medium,high,medium
556,1,4,medium,medium,medium,medium,low,medium,medium,medium
557,1,5,medium,medium,low,low,low,medium,medium,medium
558,1,5,medium,medium,medium,medium,medium,medium,medium,medium
559,1,6,medium,medium,medium,medium,medium,medium,medium,medium
560,1,3,medium,medium,low,low,low,medium,medium,medium
561,1,3,medium,low,low,low,low,medium,medium,medium
562,1,4,medium,medium,low,medium,low,medium,high,high
563,1,3,medium,medium,low,medium,low,medium,medium,medium
564,1,5,medium,medium,low,medium,low,medium,high,medium
565,1,3,medium,medium,medium,medium,low,medium,medium,medium
566,1,4,medium,low,low,low,low,medium,medium,medium
567,1,3,medium,low,low,low,low,medium,medium,medium
568,1,3,medium,medium,low,low,low,medium,medium,medium
569,1,3,medium,medium,low,low,low,medium,medium,medium
570,1,3,low,low,low,low,low,low,high,high
571,1,4,medium,medium,medium,medium,low,medium,medium,medium
572,1,4,medium,medium,medium,medium,medium,medium,medium,medium
573,1,4,medium,medium,medium,medium,medium,medium,medium,medium
574,1,3,low,low,low,low,low,low,high,high
575,1,4,medium,medium,low,medium,low,medium,medium,medium
576,1,4,medium,medium,low,medium,low,medium,medium,medium
577,1,2,medium,medium,low,low,low,medium,medium,medium
578,1,3,medium,low,low,low,low,medium,medium,high
579,1,3,medium,low,low,low,low,medium,medium,medium
580,1,3,low,low,low,low,low,low,high,high
581,1,4,medium,medium,low,low,medium,medium,medium,medium
582,1,4,medium,medium,medium,medium,low,medium,medium,medium
583,1,4,medium,medium,low,low,medium,medium,medium,high
584,1,4,low,low,low,low,low,low,high,high
585,1,5,medium,medium,low,medium,low,medium,medium,medium
586,1,3,medium,medium,low,low,low,medium,medium,medium
587,1,3,medium,low,low,low,low,medium,medium,medium
588,1,4,medium,medium,medium,medium,low,medium,medium,medium
589,1,3,medium,medium,low,low,low,medium,medium,medium
590,1,2,low,low,low,low,low,low,medium,medium
591,1,3,medium,low,low,low,low,medium,medium,medium
592,1,3,medium,low,low,low,low,medium,high,medium
593,1,4,medium,medium,medium,medium,medium,medium,medium,medium
594,1,2,medium,low,low,low,low,medium,medium,medium
595,1,4,medium,medium,low,medium,low,medium,medium,medium
596,1,2,medium,low,low,low,low,medium,medium,medium
597,1,4,medium,medium,low,medium,low,medium,high,medium
598,1,3,medium,low,low,low,low,medium,medium,medium
599,1,4,medium,medium,low,medium,low,medium,medium,medium
600,1,2,low,low,low,low,low,low,medium,high
601,1,4,medium,medium,medium,medium,low,medium,medium,medium
602,1,3,low,low,low,low,low,medium,medium,medium
603,1,4,medium,low,low,low,low,medium,high,high
604,1,4,medium,medium,low,medium,low,medium,medium,medium
605,1,3,low,low,low,low,low,low,high,high
606,1,3,medium,medium,low,low,low,medium,medium,medium
607,1,3,medium,medium,medium,medium,low,medium,medium,medium
608,1,2,medium,low,low,low,low,low,medium,high
609,1,3,medium,medium,low,medium,low,medium,medium,medium
610,1,2,medium,low,low,low,low,medium,medium,medium
611,1,3,low,low,low,low,low,low,high,high
612,1,4,medium,medium,medium,medium,low,medium,medium,medium
613,1,3,medium,medium,low,low,low,medium,medium,medium
614,1,3,low,low,low,low,low,low,high,high
615,1,5,medium,medium,low,medium,low,medium,medium,medium
616,1,3,low,low,low,low,low,medium,high,high
617,1,5,medium,medium,low,low,low,medium,high,medium
618,1,5,medium,medium,medium,medium,medium,medium,medium,medium
619,1,6,medium,medium,medium,medium,medium,medium,medium,medium
620,1,4,medium,medium,low,low,low,medium,medium,medium
621,1,3,low,low,low,low,low,low,high,high
622,1,4,medium,medium,low,low,low,medium,medium,medium
623,1,2,medium,medium,low,medium,low,medium,medium,medium
624,1,3,medium,medium,low,medium,low,medium,medium,medium
625,1,4,medium,medium,low,medium,medium,medium,medium,medium
626,1,3,medium,low,low,low,low,medium,medium,medium
627,1,3,low,low,low,low,low,low,medium,high
628,1,5,medium,low,low,low,low,medium,medium,medium
629,1,5,low,low,low,low,low,low,medium,high
630,1,5,medium,medium,low,low,medium,medium,medium,medium
631,1,3,medium,medium,medium,medium,low,medium,medium,medium
632,1,4,medium,medium,medium,medium,medium,medium,medium,medium
633,1,3,medium,medium,medium,medium,low,medium,medium,medium
634,1,2,low,low,low,low,low,low,medium,high
635,1,4,medium,medium,low,low,low,medium,medium,medium
636,1,5,medium,medium,low,low,low,medium,medium,medium
637,1,3,low,low,low,low,low,low,high,high
638,1,4,medium,medium,medium,medium,low,medium,medium,medium
639,1,3,medium,low,low,low,low,medium,medium,medium
640,1,4,medium,medium,medium,medium,low,medium,medium,medium
641,1,3,medium,low,low,low,low,medium,medium,medium
642,1,4,medium,medium,low,medium,low,medium,medium,medium
643,1,5,medium,medium,medium,medium,low,medium,medium,medium
644,1,4,medium,medium,medium,medium,low,medium,medium,medium
645,1,3,low,low,low,low,low,low,high,high
646,1,3,low,low,low,low,low,low,high,high
647,1,4,medium,medium,low,low,low,medium,medium,medium
648,1,3,low,low,low,low,low,low,high,high
649,1,3,medium,medium,medium,medium,low,medium,medium,medium
650,1,5,medium,medium,medium,medium,medium,medium,medium,medium
651,1,3,medium,low,low,low,low,medium,medium,medium
652,1,3,medium,low,low,low,low,medium,medium,medium
653,1,4,medium,medium,low,low,low,medium,medium,medium
654,1,4,medium,medium,low,medium,low,medium,medium,medium
655,1,3,medium,low,low,low,low,medium,medium,medium
656,1,3,medium,low,low,low,low,medium,medium,medium
657,1,4,medium,medium,low,medium,low,medium,medium,medium
658,1,4,medium,medium,low,medium,low,medium,medium,medium
659,1,4,medium,medium,medium,medium,low,medium,medium,medium
660,1,6,medium,medium,medium,medium,low,medium,medium,medium
661,1,4,medium,low,low,low,low,medium,medium,medium
662,1,3,medium,medium,low,low,low,medium,medium,medium
663,1,4,medium,medium,medium,medium,medium,medium,medium,medium
664,1,4,medium,low,low,low,low,medium,medium,high
665,1,2,low,low,low,low,low,low,high,high
666,1,3,medium,medium,low,medium,low,medium,medium,medium
667,1,3,medium,medium,low,low,low,medium,medium,medium
668,1,4,medium,medium,medium,medium,low,medium,medium,medium
669,1,3,medium,low,low,low,low,medium,high,high
670,1,3,medium,low,low,low,low,medium,medium,medium
671,1,3,medium,low,low,low,low,medium,medium,medium
672,1,4,medium,medium,low,medium,low,medium,medium,medium
673,1,2,low,low,low,low,low,low,medium,medium
674,1,3,low,low,low,low,low,medium,medium,medium
675,1,3,medium,low,low,low,low,medium,medium,medium
676,1,3,low,low,low,low,low,low,medium,medium
677,1,3,low,low,low,low,low,low,medium,medium
678,1,3,medium,medium,low,low,low,medium,high,medium
679,1,3,medium,medium,medium,medium,low,medium,medium,medium
680,1,3,medium,medium,low,low,medium,medium,medium,medium
681,1,3,medium,medium,low,low,low,medium,medium,medium
682,1,4,medium,medium,low,low,medium,medium,medium,medium
683,1,4,medium,medium,low,medium,medium,medium,medium,medium
684,1,5,medium,medium,low,low,low,medium,high,medium
685,1,5,medium,medium,medium,medium,low,medium,medium,medium
686,1,4,medium,medium,low,low,low,medium,medium,medium
687,1,3,medium,low,low,low,low,medium,medium,medium
688,1,3,medium,medium,medium,medium,low,medium,medium,medium
689,1,4,medium,medium,medium,medium,medium,medium,medium,medium
690,1,4,medium,medium,medium,medium,low,medium,medium,medium
691,1,3,medium,low,low,low,low,medium,medium,medium
692,1,2,low,low,low,low,low,low,medium,medium
693,1,3,low,low,low,low,low,low,high,medium
694,1,4,medium,medium,medium,medium,low,medium,medium,medium
695,1,4,medium,medium,medium,medium,low,medium,medium,medium
696,1,3,medium,medium,low,low,low,medium,medium,medium
697,1,3,medium,medium,low,low,low,medium,medium,medium
698,1,3,low,low,low,low,low,low,medium,high
699,1,5,medium,medium,medium,medium,medium,medium,medium,medium
700,1,3,medium,low,low,low,low,medium,medium,medium
701,1,4,medium,medium,low,medium,low,medium,medium,medium
702,1,2,medium,medium,low,low,low,medium,medium,medium
703,1,3,medium,medium,low,medium,low,medium,medium,high
704,1,3,low,low,low,low,low,medium,medium,medium
705,1,3,medium,medium,low,low,low,medium,medium,medium
706,1,5,medium,medium,medium,medium,low,medium,medium,medium
707,1,3,low,low,low,low,low,low,high,high
708,1,4,medium,medium,low,medium,low,medium,medium,medium
709,1,4,low,low,low,low,low,low,high,high
710,1,4,medium,medium,low,medium,low,medium,medium,medium
711,1,4,medium,medium,medium,medium,medium,medium,medium,medium
712,1,3,low,low,low,low,low,low,medium,medium
713,1,4,medium,low,low,low,low,medium,medium,medium
714,1,5,medium,medium,medium,medium,medium,medium,medium,medium
715,1,3,medium,low,low,low,low,medium,medium,medium
716,1,4,medium,medium,low,medium,low,medium,medium,medium
717,1,5,medium,low,low,low,low,medium,medium,medium
718,1,5,medium,medium,medium,medium,medium,medium,medium,medium
719,1,3,medium,medium,low,low,low,medium,medium,medium
720,1,5,medium,medium,medium,medium,medium,medium,medium,medium
721,1,4,medium,medium,low,low,low,medium,medium,medium
722,1,6,medium,medium,medium,medium,medium,medium,medium,medium
723,1,5,medium,medium,medium,medium,medium,medium,medium,medium
724,1,4,medium,medium,low,low,low,medium,medium,medium
725,1,3,medium,low,low,low,low,medium,medium,medium
726,1,4,medium,medium,low,low,low,medium,medium,medium
727,1,3,medium,medium,medium,medium,low,medium,medium,medium
728,1,3,medium,low,low,low,low,medium,medium,medium
729,1,3,medium,medium,low,medium,low,medium,medium,medium
730,1,5,medium,medium,medium,medium,low,medium,medium,medium
731,1,3,medium,medium,low,medium,low,medium,medium,medium
732,1,4,medium,medium,low,low,low,medium,medium,medium
733,1,3,low,low,low,low,low,low,medium,high
734,1,4,medium,medium,low,medium,low,medium,medium,medium
735,1,4,medium,medium,medium,medium,low,medium,medium,medium
736,1,4,medium,low,low,low,low,medium,medium,medium
737,1,4,medium,medium,low,medium,medium,medium,medium,medium
738,1,3,medium,medium,low,low,low,medium,medium,medium
739,1,3,medium,low,low,low,low,medium,medium,medium
740,1,4,medium,low,low,low,low,medium,high,high
741,1,3,medium,medium,medium,medium,medium,medium,medium,medium
742,1,4,medium,medium,low,medium,low,medium,high,medium
743,1,5,medium,medium,medium,medium,medium,medium,medium,medium
744,1,3,medium,medium,low,medium,medium,medium,medium,medium
745,1,4,medium,medium,low,medium,low,medium,medium,medium
746,1,4,medium,low,low,low,low,medium,medium,medium
747,1,3,medium,medium,low,low,low,medium,medium,medium
748,1,4,medium,medium,low,medium,low,medium,medium,medium
749,1,5,medium,medium,medium,medium,medium,medium,medium,medium
750,1,3,medium,medium,low,low,low,medium,medium,medium
751,1,3,low,low,low,low,low,low,high,high
752,1,3,medium,low,low,low,low,medium,medium,medium
753,1,3,medium,low,low,low,low,medium,medium,medium
754,1,4,medium,medium,medium,medium,low,medium,medium,medium
755,1,4,medium,medium,medium,medium,low,medium,medium,medium
756,1,3,low,low,low,low,low,low,medium,medium
757,1,4,medium,medium,low,medium,medium,medium,medium,medium
758,1,3,medium,low,low,low,low,low,high,medium
759,1,5,medium,medium,low,medium,low,medium,medium,medium
760,1,3,medium,medium,low,low,low,medium,medium,medium
761,1,3,low,low,low,low,low,low,high,high
762,1,5,medium,medium,medium,medium,medium,medium,medium,medium
763,1,4,medium,medium,low,medium,low,medium,medium,medium
764,1,3,medium,medium,low,low,medium,medium,medium,medium
765,1,3,low,low,low,low,low,low,medium,high
766,1,3,medium,low,low,low,low,medium,medium,medium
767,1,3,low,low,low,low,low,low,high,medium
768,1,4,medium,medium,low,low,low,medium,medium,medium
769,1,5,medium,medium,medium,medium,low,medium,medium,medium
770,1,4,medium,medium,medium,medium,medium,medium,medium,medium
771,1,4,medium,medium,low,low,low,medium,medium,medium
772,1,4,medium,medium,low,medium,low,medium,medium,medium
773,1,4,medium,low,low,low,low,medium,high,medium
774,1,4,medium,medium,medium,medium,low,medium,medium,medium
775,1,3,low,low,low,low,low,medium,high,medium
776,1,3,medium,medium,low,medium,low,medium,medium,medium
777,1,4,medium,medium,medium,medium,low,medium,medium,medium
778,1,4,medium,medium,low,low,low,medium,medium,high
779,1,4,medium,medium,low,low,low,medium,medium,medium
780,1,4,medium,medium,low,low,low,medium,medium,medium
781,1,4,medium,medium,low,low,low,medium,medium,medium
782,1,4,medium,medium,low,medium,low,medium,medium,medium
783,1,3,medium,medium,low,low,low,medium,medium,medium
784,1,5,medium,medium,medium,medium,low,medium,medium,medium
785,1,5,medium,medium,low,medium,low,medium,medium,medium
786,1,3,medium,medium,medium,medium,low,medium,medium,medium
787,1,4,medium,medium,medium,medium,low,medium,medium,medium
788,1,3,medium,medium,low,low,low,medium,medium,medium
789,1,2,low,low,low,low,low,low,high,high
790,1,3,medium,medium,low,medium,low,medium,medium,medium
791,1,3,low,low,low,low,low,low,high,medium
792,1,4,medium,medium,low,low,low,medium,medium,medium
793,1,5,medium,medium,medium,medium,medium,medium,medium,medium
794,1,3,medium,medium,low,medium,low,medium,medium,medium
795,1,4,medium,medium,medium,medium,low,medium,medium,medium
796,1,4,medium,medium,medium,medium,medium,medium,medium,medium
797,1,4,medium,medium,low,medium,low,medium,medium,medium
798,1,3,medium,medium,low,medium,medium,medium,medium,medium
799,1,3,medium,low,low,low,low,low,medium,medium
800,1,5,medium,medium,medium,medium,medium,medium,medium,medium
801,1,3,medium,medium,medium,medium,medium,medium,medium,medium
802,1,3,medium,medium,low,medium,low,medium,medium,medium
803,1,3,medium,medium,low,low,low,medium,medium,medium
804,1,3,medium,medium,low,low,low,medium,medium,medium
805,1,4,medium,medium,low,low,low,medium,medium,medium
806,1,3,medium,low,low,low,low,medium,medium,medium
807,1,4,medium,medium,low,low,low,medium,high,medium
808,1,2,low,low,low,low,low,medium,medium,medium
809,1,3,medium,medium,low,low,low,medium,high,medium
810,1,3,medium,medium,low,medium,low,medium,medium,medium
811,1,3,medium,medium,low,low,low,medium,medium,medium
812,1,3,medium,low,low,low,low,medium,medium,medium
813,1,3,medium,low,low,low,low,medium,medium,medium
814,1,4,medium,medium,low,low,low,medium,medium,medium
815,1,4,medium,medium,low,low,low,medium,medium,medium
816,1,3,medium,medium,low,low,low,medium,medium,medium
817,1,5,medium,medium,medium,medium,medium,medium,medium,medium
