essay_id,prompt_id,word_choice_score,question1,question2,question3,question4,question5,question6,question7,question8,question9
527,1,3,medium,low,low,low,medium,low,low,medium,low
528,1,4,medium,medium,medium,low,medium,medium,high,medium,medium
529,1,3,low,low,low,low,low,low,low,low,low
530,1,4,low,low,low,low,low,low,low,low,low
531,1,3,medium,low,low,low,medium,low,low,medium,medium
532,1,4,medium,low,medium,low,medium,medium,medium,medium,medium
533,1,5,medium,low,medium,low,medium,medium,medium,medium,medium
534,1,5,low,low,low,low,low,low,high,low,low
535,1,4,low,low,low,low,medium,low,low,low,low
536,1,4,low,low,low,low,low,low,low,low,low
537,1,3,medium,low,low,low,medium,low,low,medium,low
538,1,3,medium,medium,medium,low,medium,medium,medium,medium,medium
539,1,3,medium,low,low,low,medium,low,low,medium,low
540,1,4,medium,low,low,low,medium,low,low,medium,low
541,1,5,medium,low,low,low,medium,low,low,medium,low
542,1,6,high,high,high,high,high,high,high,high,high
543,1,3,low,low,low,low,medium,low,low,medium,low
544,1,3,low,low,low,low,low,low,low,low,low
545,1,1,low,low,low,low,low,low,low,low,low
546,1,2,low,low,low,low,low,low,low,low,low
547,1,5,low,low,low,low,low,low,low,low,low
548,1,4,high,medium,high,medium,high,medium,high,high,high
549,1,4,low,low,low,low,low,low,low,low,low
550,1,5,medium,low,medium,low,medium,low,high,medium,medium
551,1,4,low,low,low,low,low,low,low,low,low
552,1,2,low,low,low,low,low,low,low,low,low
553,1,3,low,low,low,low,low,low,low,low,low
554,1,4,medium,medium,medium,low,medium,low,low,medium,medium
555,1,4,low,low,low,low,low,low,low,low,low
556,1,4,medium,low,medium,low,high,low,high,medium,medium
557,1,5,low,low,low,low,low,low,low,low,low
558,1,5,high,medium,high,medium,high,high,high,high,high
559,1,6,high,low,low,high,low,low,low,low,high
560,1,3,medium,low,low,low,medium,low,low,medium,low
561,1,3,low,low,low,low,low,low,low,low,low
562,1,4,medium,low,low,low,medium,low,low,medium,low
563,1,3,medium,low,medium,low,medium,low,low,medium,low
564,1,5,medium,low,low,low,high,low,low,medium,low
565,1,3,medium,low,low,low,low,low,low,medium,low
566,1,4,medium,low,low,low,medium,low,low,medium,medium
567,1,3,medium,medium,medium,low,medium,low,medium,medium,medium
568,1,3,low,low,low,low,low,low,low,low,low
569,1,3,low,low,low,low,low,low,low,medium,low
570,1,3,low,low,low,low,low,low,low,low,low
571,1,4,medium,low,medium,low,medium,low,low,medium,medium
572,1,4,high,medium,high,low,high,medium,high,high,high
573,1,4,medium,low,low,low,low,low,low,medium,low
574,1,3,low,low,low,low,low,low,low,low,low
575,1,4,low,low,low,low,low,low,low,low,low
576,1,4,medium,low,low,low,medium,low,low,medium,low
577,1,2,medium,low,low,low,low,low,low,medium,low
578,1,3,low,low,low,low,low,low,low,low,low
579,1,3,low,low,low,low,low,low,low,low,low
580,1,3,low,low,low,low,low,low,low,low,low
581,1,4,medium,low,low,low,low,low,low,medium,low
582,1,4,high,medium,medium,low,high,medium,high,high,medium
583,1,4,low,low,low,low,low,low,low,low,low
584,1,4,low,low,low,low,low,low,low,low,low
585,1,5,low,low,low,low,low,low,low,low,low
586,1,3,medium,low,low,low,medium,low,low,medium,low
587,1,3,low,low,low,low,low,low,low,low,low
588,1,4,high,low,high,low,high,low,high,medium,high
589,1,3,medium,low,low,low,medium,low,medium,medium,medium
590,1,2,low,low,low,low,medium,low,low,medium,low
591,1,3,low,low,low,low,low,low,low,low,low
592,1,3,medium,low,medium,low,medium,medium,low,medium,low
593,1,4,medium,low,low,low,medium,low,low,medium,low
594,1,2,medium,low,low,low,medium,low,low,medium,low
595,1,4,medium,low,medium,low,medium,medium,medium,medium,medium
596,1,2,medium,medium,low,low,medium,low,medium,medium,low
597,1,4,medium,low,low,low,high,low,low,medium,low
598,1,3,low,low,low,low,low,low,low,low,low
599,1,4,medium,low,medium,low,medium,low,medium,medium,medium
600,1,2,low,low,low,low,low,low,low,low,low
601,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
602,1,3,low,low,low,low,low,low,low,low,low
603,1,4,low,low,low,low,low,low,low,low,low
604,1,4,medium,low,medium,low,medium,low,low,medium,medium
605,1,3,low,low,low,low,low,low,low,low,low
606,1,3,low,low,low,low,low,low,low,low,low
607,1,3,medium,medium,medium,low,medium,low,medium,medium,medium
608,1,2,low,low,low,low,low,low,low,low,low
609,1,3,medium,low,medium,low,medium,medium,medium,medium,medium
610,1,2,low,low,low,low,low,low,low,low,low
611,1,3,low,low,low,low,low,low,low,low,low
612,1,4,low,low,low,low,high,low,low,medium,low
613,1,3,low,low,low,low,low,low,low,low,low
614,1,3,low,low,low,low,low,low,low,low,low
615,1,5,medium,low,low,low,medium,low,low,medium,low
616,1,3,low,low,low,low,low,low,low,low,low
617,1,5,low,low,low,low,low,low,low,low,low
618,1,5,low,low,low,low,low,low,low,low,low
619,1,6,high,low,high,low,high,low,high,high,high
620,1,4,medium,low,medium,low,medium,low,medium,medium,medium
621,1,3,low,low,low,low,low,low,low,low,low
622,1,4,medium,low,medium,low,medium,low,low,medium,medium
623,1,2,low,low,low,low,low,low,low,low,low
624,1,3,low,low,low,low,low,low,low,low,low
625,1,4,low,low,low,low,low,low,low,medium,low
626,1,3,medium,low,medium,low,medium,low,low,medium,low
627,1,3,low,low,low,low,low,low,low,low,low
628,1,5,low,low,low,low,low,low,low,low,low
629,1,5,low,low,low,low,low,low,low,low,low
630,1,5,low,low,low,low,low,low,low,low,low
631,1,3,medium,low,low,low,medium,low,low,medium,medium
632,1,4,medium,low,medium,low,high,medium,high,medium,medium
633,1,3,medium,low,medium,low,medium,low,medium,medium,medium
634,1,2,low,low,low,low,low,low,low,low,low
635,1,4,low,low,low,low,low,low,low,medium,low
636,1,5,medium,low,low,low,medium,low,low,medium,medium
637,1,3,low,low,low,low,low,low,low,low,low
638,1,4,medium,low,medium,low,medium,medium,medium,medium,medium
639,1,3,low,low,low,low,low,low,low,low,low
640,1,4,medium,low,low,low,medium,medium,low,medium,medium
641,1,3,low,low,low,low,low,low,low,medium,low
642,1,4,low,low,low,low,low,low,low,low,low
643,1,5,medium,low,low,low,low,low,low,medium,medium
644,1,4,high,medium,high,low,high,medium,high,high,high
645,1,3,low,low,low,low,low,low,low,low,low
646,1,3,low,low,low,low,low,low,low,low,low
647,1,4,medium,low,low,low,medium,low,low,medium,low
648,1,3,low,low,low,low,low,low,low,low,low
649,1,3,medium,medium,medium,low,medium,medium,medium,medium,medium
650,1,5,high,high,high,high,high,high,high,high,high
651,1,3,low,low,low,low,low,low,low,low,low
652,1,3,medium,low,low,low,medium,medium,low,medium,low
653,1,4,low,low,low,low,low,low,low,low,low
654,1,4,low,low,low,low,low,low,low,low,low
655,1,3,medium,low,low,low,medium,low,low,medium,low
656,1,3,medium,low,low,low,medium,low,low,medium,low
657,1,4,low,low,low,low,medium,low,low,medium,low
658,1,4,low,low,low,low,low,low,low,low,low
659,1,4,high,medium,medium,low,high,medium,high,high,high
660,1,6,high,medium,high,low,high,medium,high,high,high
661,1,4,low,low,low,low,low,low,low,low,low
662,1,3,low,low,low,low,low,low,low,low,low
663,1,4,low,low,low,low,low,low,low,low,low
664,1,4,low,low,low,low,low,low,low,low,low
665,1,2,low,low,low,low,low,low,low,low,low
666,1,3,medium,low,medium,low,medium,low,medium,medium,medium
667,1,3,medium,low,low,low,medium,medium,low,medium,medium
668,1,4,medium,low,medium,low,medium,low,medium,medium,medium
669,1,3,low,low,low,low,low,low,low,low,low
670,1,3,low,low,low,low,low,low,low,low,low
671,1,3,medium,low,low,low,medium,low,low,medium,low
672,1,4,low,low,low,low,low,low,low,low,low
673,1,2,low,low,low,low,low,low,low,low,low
674,1,3,low,low,low,low,low,low,low,low,low
675,1,3,low,low,low,low,low,low,low,low,low
676,1,3,low,low,low,low,low,low,low,low,low
677,1,3,low,low,low,low,low,low,low,low,low
678,1,3,low,low,low,low,low,low,low,low,low
679,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
680,1,3,low,low,low,low,low,low,low,low,low
681,1,3,medium,low,low,low,medium,low,low,medium,low
682,1,4,low,low,low,low,low,low,low,low,low
683,1,4,low,low,low,low,low,low,low,low,low
684,1,5,medium,low,medium,low,high,low,high,medium,medium
685,1,5,high,medium,medium,low,high,medium,medium,high,medium
686,1,4,low,low,low,low,low,low,low,low,low
687,1,3,low,low,low,low,medium,low,low,medium,low
688,1,3,medium,medium,medium,medium,medium,medium,high,medium,medium
689,1,4,medium,low,medium,medium,medium,medium,low,medium,low
690,1,4,medium,low,medium,low,high,medium,high,medium,medium
691,1,3,medium,medium,medium,low,medium,medium,medium,medium,medium
692,1,2,low,low,low,low,low,low,low,low,low
693,1,3,low,low,low,low,medium,low,low,low,low
694,1,4,medium,medium,medium,medium,high,medium,medium,medium,medium
695,1,4,medium,medium,medium,low,high,medium,medium,medium,medium
696,1,3,medium,medium,medium,low,medium,low,high,medium,medium
697,1,3,medium,low,low,low,low,low,low,medium,low
698,1,3,low,low,low,low,low,low,low,low,low
699,1,5,high,low,high,low,high,low,high,medium,high
700,1,3,low,low,low,low,low,low,low,low,low
701,1,4,medium,low,low,low,medium,low,low,medium,low
702,1,2,medium,medium,low,low,medium,low,low,medium,low
703,1,3,low,low,low,low,medium,low,low,low,low
704,1,3,low,low,low,low,low,low,low,low,low
705,1,3,medium,medium,medium,low,medium,low,medium,medium,medium
706,1,5,medium,low,medium,low,high,low,low,medium,medium
707,1,3,low,low,low,low,low,low,low,low,low
708,1,4,medium,low,medium,low,medium,medium,low,medium,medium
709,1,4,low,low,low,low,low,low,low,low,low
710,1,4,medium,low,high,low,high,medium,high,medium,high
711,1,4,high,medium,high,high,high,high,high,high,high
712,1,3,low,low,low,low,low,low,low,low,low
713,1,4,low,low,low,low,low,low,low,low,low
714,1,5,medium,low,low,low,low,low,low,medium,low
715,1,3,medium,low,low,low,medium,low,low,medium,low
716,1,4,low,low,low,low,low,low,low,low,low
717,1,5,low,low,low,low,low,low,low,low,low
718,1,5,medium,low,medium,low,medium,low,low,medium,medium
719,1,3,medium,low,medium,low,medium,low,low,medium,medium
720,1,5,low,low,low,low,low,low,low,low,low
721,1,4,low,low,low,low,low,low,low,low,low
722,1,6,high,medium,high,high,high,high,high,high,high
723,1,5,high,medium,high,medium,high,medium,high,high,high
724,1,4,low,low,low,low,medium,low,low,medium,low
725,1,3,low,low,low,low,low,low,low,low,low
726,1,4,low,low,low,low,low,low,low,low,low
727,1,3,low,low,low,low,low,low,low,low,low
728,1,3,low,low,low,low,low,low,low,low,low
729,1,3,medium,medium,medium,low,medium,medium,medium,medium,medium
730,1,5,medium,low,medium,low,high,low,high,medium,medium
731,1,3,low,low,low,low,medium,low,low,medium,low
732,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
733,1,3,low,low,low,low,low,low,low,low,low
734,1,4,low,low,low,low,low,low,low,low,low
735,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
736,1,4,low,low,low,low,low,low,low,low,low
737,1,4,medium,low,medium,low,medium,low,medium,medium,medium
738,1,3,medium,medium,medium,low,medium,medium,medium,medium,medium
739,1,3,low,low,low,low,medium,low,low,low,low
740,1,4,low,low,low,low,low,low,low,low,low
741,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
742,1,4,low,low,low,low,low,low,high,low,low
743,1,5,medium,medium,medium,medium,high,medium,medium,medium,medium
744,1,3,medium,medium,medium,low,medium,low,high,medium,medium
745,1,4,low,low,low,low,low,low,low,low,low
746,1,4,low,low,low,low,low,low,low,low,low
747,1,3,low,low,low,low,low,low,low,low,low
748,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
749,1,5,high,medium,medium,medium,high,medium,medium,medium,medium
750,1,3,medium,low,low,low,medium,low,low,medium,low
751,1,3,low,low,low,low,low,low,low,low,low
752,1,3,low,low,low,low,low,low,low,low,low
753,1,3,medium,low,low,low,medium,low,low,medium,low
754,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
755,1,4,medium,low,low,low,high,low,low,medium,high
756,1,3,low,low,low,low,low,low,low,low,low
757,1,4,medium,low,medium,low,medium,low,medium,medium,medium
758,1,3,low,low,low,low,low,low,low,low,low
759,1,5,medium,low,medium,low,medium,low,low,medium,medium
760,1,3,low,low,low,low,low,low,low,low,low
761,1,3,low,low,low,low,low,low,low,low,low
762,1,5,medium,medium,medium,medium,medium,medium,high,medium,medium
763,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
764,1,3,low,low,low,low,low,low,low,low,low
765,1,3,low,low,low,low,low,low,low,low,low
766,1,3,medium,low,low,low,medium,low,low,medium,medium
767,1,3,low,low,low,low,low,low,low,low,low
768,1,4,low,low,low,low,low,low,low,low,low
769,1,5,high,medium,high,medium,high,high,high,high,high
770,1,4,medium,low,medium,low,medium,medium,medium,medium,medium
771,1,4,medium,low,low,low,medium,low,low,medium,low
772,1,4,low,low,low,low,low,low,low,low,low
773,1,4,low,low,low,low,low,low,low,low,low
774,1,4,medium,low,medium,low,medium,medium,low,medium,medium
775,1,3,low,low,low,low,low,low,low,low,low
776,1,3,medium,low,low,low,medium,low,low,medium,low
777,1,4,high,low,high,low,high,medium,high,high,high
778,1,4,medium,low,low,low,high,low,low,medium,low
779,1,4,medium,low,medium,low,medium,medium,medium,medium,medium
780,1,4,low,low,low,low,low,low,low,low,low
781,1,4,medium,low,low,low,low,low,low,medium,low
782,1,4,medium,low,medium,low,high,low,high,medium,high
783,1,3,low,low,low,low,low,low,low,low,low
784,1,5,high,low,low,low,high,low,low,high,high
785,1,5,medium,low,low,low,low,low,low,medium,low
786,1,3,medium,low,medium,low,medium,medium,low,medium,low
787,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
788,1,3,low,low,low,low,medium,low,low,low,low
789,1,2,low,low,low,low,low,low,low,low,low
790,1,3,low,low,low,low,medium,low,low,medium,low
791,1,3,low,low,low,low,low,low,low,low,low
792,1,4,low,low,low,low,low,low,low,low,low
793,1,5,high,medium,high,medium,high,medium,high,high,high
794,1,3,low,low,low,low,medium,low,low,medium,low
795,1,4,medium,low,medium,low,medium,low,medium,medium,medium
796,1,4,low,low,low,low,medium,low,low,medium,low
797,1,4,medium,medium,medium,medium,high,medium,medium,medium,medium
798,1,3,low,low,low,low,low,low,low,low,low
799,1,3,low,low,low,low,low,low,low,low,low
800,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
801,1,3,low,low,low,low,low,low,low,low,low
802,1,3,medium,low,medium,low,medium,low,medium,medium,medium
803,1,3,low,low,low,low,low,low,low,low,low
804,1,3,medium,low,low,low,medium,low,medium,medium,low
805,1,4,low,low,low,low,low,low,low,low,low
806,1,3,low,low,low,low,low,low,low,low,low
807,1,4,medium,low,medium,low,medium,medium,low,medium,medium
808,1,2,low,low,low,low,low,low,low,low,low
809,1,3,low,low,low,low,low,low,low,low,low
810,1,3,medium,low,medium,low,medium,medium,medium,medium,medium
811,1,3,low,low,low,low,low,low,low,low,low
812,1,3,medium,low,medium,low,medium,medium,medium,medium,medium
813,1,3,low,low,low,low,low,low,low,low,low
814,1,4,low,low,low,low,low,low,low,low,low
815,1,4,low,low,low,low,low,low,low,low,low
816,1,3,medium,low,medium,low,medium,low,low,medium,medium
817,1,5,high,medium,high,low,high,high,high,high,high
818,1,3,low,low,low,low,low,low,low,low,low
819,1,3,low,low,low,low,low,low,low,low,low
820,1,2,low,low,low,low,low,low,low,low,low
821,1,4,medium,low,low,low,medium,low,low,medium,low
822,1,3,low,low,low,low,low,low,low,low,low
823,1,3,medium,low,low,low,medium,low,low,medium,low
824,1,3,low,low,low,low,low,low,low,low,low
825,1,3,low,low,low,low,low,low,low,low,low
826,1,6,high,medium,medium,low,medium,medium,high,medium,medium
827,1,2,low,low,low,low,low,low,low,low,low
828,1,5,medium,medium,medium,low,medium,medium,medium,medium,medium
829,1,4,low,low,low,low,low,low,low,low,low
830,1,4,medium,low,medium,low,medium,low,medium,medium,medium
831,1,3,medium,medium,medium,low,medium,medium,medium,medium,medium
832,1,1,low,low,low,low,low,low,low,low,low
833,1,5,medium,low,low,low,low,low,low,medium,low
834,1,4,low,low,low,low,low,low,low,low,low
835,1,4,low,low,low,low,low,low,low,low,low
836,1,3,low,low,low,low,low,low,low,low,low
837,1,3,low,low,low,low,low,low,low,medium,low
838,1,1,low,low,low,low,medium,low,low,low,low
839,1,4,high,medium,medium,low,high,medium,high,high,medium
840,1,3,medium,medium,medium,low,medium,low,medium,medium,medium
841,1,2,low,low,low,low,low,low,low,low,low
842,1,3,low,low,low,low,low,low,low,low,low
843,1,3,medium,low,low,low,medium,low,low,medium,medium
844,1,3,low,low,low,low,low,low,low,low,low
845,1,4,low,low,low,low,high,low,low,low,low
846,1,3,medium,low,medium,low,medium,low,low,medium,medium
847,1,5,low,low,low,low,low,low,low,low,low
848,1,2,low,low,low,low,low,low,low,low,low
849,1,3,low,low,low,low,low,low,low,low,low
850,1,5,medium,medium,high,medium,high,medium,high,medium,high
851,1,4,medium,low,medium,low,medium,low,high,medium,medium
852,1,5,low,low,low,low,medium,low,low,medium,low
853,1,4,low,low,low,low,low,low,low,low,low
854,1,3,low,low,low,low,low,low,low,low,low
855,1,3,medium,low,low,low,medium,low,medium,medium,medium
856,1,4,medium,low,low,low,low,medium,low,medium,medium
857,1,3,low,low,low,low,low,low,low,low,low
858,1,4,low,low,low,low,low,low,low,low,low
859,1,6,low,low,low,high,low,low,low,low,high
860,1,3,medium,low,low,low,medium,low,low,medium,low
861,1,3,medium,medium,medium,low,medium,medium,medium,medium,medium
862,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
863,1,3,low,low,low,low,low,low,low,low,low
864,1,4,medium,low,low,low,low,low,low,low,low
865,1,3,medium,low,low,low,medium,low,low,medium,medium
866,1,4,low,low,low,low,low,low,low,low,low
867,1,3,low,low,low,low,low,low,low,low,low
868,1,5,medium,low,low,low,low,low,low,medium,low
869,1,2,low,low,low,low,low,low,low,low,low
870,1,3,low,low,low,low,low,low,low,low,low
