essay_id,Phraseology_score,question1,question2,question3,question4,question5
2940713292A0,2.0,medium,medium,medium,medium,medium
294C41270CAB,3.0,medium,medium,medium,medium,medium
296B1DD1E251,3.0,medium,medium,medium,low,low
297ABDDBAA92,2.0,medium,medium,medium,medium,medium
29905A8482BC,3.5,medium,medium,medium,medium,medium
29B364A33B4E,2.5,low,low,low,low,low
29BB45AA907C,4.0,medium,medium,medium,medium,medium
29BEFF0B3FA0,3.0,medium,medium,medium,medium,medium
29E1FB4B1D42,2.5,low,low,low,low,low
29FCF6DFFFFC,2.5,low,low,low,low,low
2A18E2265D9E,3.0,low,low,low,low,low
2A2AE5FB899F,3.5,medium,medium,medium,low,low
2A4B5673EBAC,1.0,low,low,low,low,low
2A60299D5D14,3.0,medium,medium,medium,medium,low
2A6F8A794455,3.5,medium,medium,medium,medium,medium
2A7997AE8E72,3.5,medium,medium,medium,medium,medium
2A96CE614119,3.5,medium,medium,medium,medium,low
2A9FC8634742,4.0,medium,medium,medium,medium,medium
2AAA5F2F5270,3.0,medium,medium,medium,medium,medium
2AC1514AB3B0,3.0,medium,medium,low,medium,low
2ACDFF7FCAAA,2.5,medium,medium,medium,medium,low
2ACFD4F32565,3.0,medium,medium,low,low,low
2B015051803E,2.5,medium,medium,medium,medium,medium
2B0888CD4C15,2.0,low,low,low,low,low
2B3CB2A6D7D0,3.5,medium,medium,medium,medium,low
2B4AB39B1C76,2.5,low,low,low,low,low
2B621C2F0716,3.0,medium,medium,medium,medium,medium
2B62F285FD21,4.0,medium,medium,medium,medium,low
2B66CE2870AD,2.5,medium,medium,medium,medium,low
2B69ADAD868C,3.0,high,high,medium,low,low
2B6BA642E4F5,3.0,low,medium,low,low,low
2B6FE734CB4E,2.5,medium,medium,medium,medium,medium
2B9C5C3BB7B9,3.5,medium,medium,medium,medium,low
2B9FE67B7465,3.5,low,low,low,low,low
2BA422F3619F,3.0,low,low,low,low,low
2BAF09F7004D,3.5,medium,high,medium,low,low
2BAFBD6D9755,3.0,low,low,low,low,low
2BE11993FB5F,3.0,medium,medium,medium,medium,medium
2BE976C99FDF,3.0,medium,medium,medium,medium,low
2BFB0A8F50E1,3.0,low,low,low,low,low
2C0F002E8882,2.5,medium,medium,medium,medium,medium
2C34CE94B837,3.0,high,high,medium,high,medium
2C38B62420C3,3.0,low,low,low,medium,low
2C4DE9FD3734,3.0,medium,high,high,medium,medium
2C58AE2BD566,2.5,medium,medium,low,low,low
2C681168A674,3.0,medium,medium,low,low,low
2C76B87A843F,4.0,medium,high,medium,medium,medium
2C7750B811F3,3.0,medium,medium,medium,medium,low
2C7A6E04F7D0,3.5,medium,medium,medium,medium,medium
2C8802241F51,2.5,medium,medium,medium,medium,low
2C94D8BCF2F9,2.0,medium,medium,medium,low,low
2C9EA803FF3A,3.5,medium,medium,low,low,low
2CAAF1F40F49,3.0,medium,medium,medium,medium,medium
2CD73298526F,3.5,medium,medium,medium,low,low
2CDDE76979DD,3.5,medium,medium,medium,medium,medium
2D0A261453D0,4.0,medium,medium,medium,medium,medium
2D194F068B93,3.0,medium,medium,medium,medium,low
2D3E794C5206,4.0,medium,medium,medium,medium,medium
2D508127DEF1,3.0,medium,medium,low,low,low
2D5A9BEEB30D,4.0,medium,medium,medium,medium,low
2D63639F997F,3.5,medium,high,high,high,medium
2D6FA4DEBFD6,4.0,medium,medium,medium,medium,low
2D8464A3BD5B,4.0,low,medium,low,low,low
2D940E7F240C,3.0,medium,high,medium,medium,medium
2DAA07621328,3.5,medium,medium,low,low,low
2DDFC0DFC442,3.5,medium,medium,medium,medium,low
2DE38160D46B,3.5,medium,medium,medium,medium,low
2DFC9CC1793A,2.0,low,low,low,low,low
2E043F67934C,3.0,medium,medium,medium,medium,medium
2E3FC44757FB,2.5,medium,medium,medium,medium,medium
2E5A3E5FD179,3.5,low,low,low,low,low
2E6495FC2C72,3.5,medium,medium,medium,medium,low
2E8A8C550F8D,2.0,medium,medium,low,low,low
2E8C8C439D36,2.5,medium,medium,medium,medium,low
2E98035B8362,3.5,high,high,medium,medium,medium
2EA9DA7AAD2C,3.0,medium,medium,medium,medium,low
2EB94A444839,3.0,medium,medium,medium,medium,low
2EBC2F60AAE9,2.5,medium,medium,low,low,low
2EC0647293F6,2.5,low,low,low,low,low
2EEB160A4BD1,3.0,medium,medium,medium,medium,medium
2EEEE9C5E227,4.5,medium,medium,medium,medium,medium
2EF984473EC5,2.5,medium,medium,medium,medium,low
2F10C8035FEA,2.5,low,low,low,medium,low
2F268BE28055,3.0,medium,medium,medium,medium,medium
2F3210D23414,3.5,medium,medium,medium,medium,medium
2F3E35DA88B0,3.5,medium,medium,medium,medium,medium
2F56C4AD3F46,3.0,medium,medium,low,low,low
2F7B0CE01B4B,4.0,medium,medium,medium,medium,medium
2F81111E7831,3.0,medium,medium,low,low,low
2F93B934ED27,3.5,medium,medium,medium,low,low
2FE31DD4FD98,3.5,medium,medium,medium,medium,medium
3012637E06B5,3.0,medium,medium,medium,medium,low
301A4BFAE56A,2.0,medium,medium,low,medium,low
305EFA6DBBBF,4.0,medium,medium,medium,low,low
306796D0279E,2.0,low,low,low,low,low
307D618AF467,3.5,low,low,low,low,low
30A7E68EFC88,2.5,medium,medium,low,low,low
30B9B18CCCC2,3.0,medium,medium,low,low,low
30DDC17D2986,3.5,medium,medium,medium,medium,medium
30FE0B8168BE,3.0,medium,medium,medium,medium,medium
310CDA45739E,3.0,medium,medium,medium,medium,low
3134FDB9DB86,2.5,low,medium,low,low,low
3137C16C109D,2.0,low,low,low,low,low
31490B1FA765,2.5,medium,medium,medium,medium,low
314E6ED40C6A,2.5,medium,medium,medium,medium,low
31B604C7D90F,3.5,low,medium,low,low,low
31D67F9A82BA,4.0,medium,medium,medium,medium,low
31EEF9A4A29B,3.5,medium,medium,medium,medium,medium
32380C91070A,3.5,medium,medium,medium,medium,low
323F5DADC975,2.5,medium,medium,low,medium,low
325B2F7BB3B1,3.0,medium,medium,medium,low,low
327AAC23CF5D,2.0,medium,medium,low,medium,low
327EB11122D0,2.5,low,medium,low,low,low
327F36243259,4.0,low,high,low,low,low
327F4BCC9E4B,4.0,medium,medium,medium,medium,low
32A1DC59F4EF,2.5,medium,medium,low,low,low
32B2D5592E1D,2.5,low,low,low,low,low
32E2949B0C66,3.0,low,low,low,low,low
331103D7D5CF,3.5,medium,medium,medium,medium,medium
33113B7D1125,3.5,low,low,low,low,low
331760E7A5CB,3.5,low,medium,low,low,low
331D60E145C4,4.0,medium,medium,medium,medium,medium
332F7B4392BA,3.0,medium,medium,medium,medium,low
33ADAAB38BFC,3.0,low,low,low,low,low
33AF50FB5ED9,3.5,medium,medium,medium,medium,medium
33CC5A37AC8C,2.5,low,low,low,low,low
33CCEE3933ED,2.5,medium,medium,medium,medium,low
33CFC6838E04,2.5,low,low,low,low,low
33DEFCDAD05F,4.5,medium,medium,medium,medium,medium
33E25E6A8028,3.0,medium,medium,medium,medium,low
33E7F1C7E399,3.0,medium,medium,low,low,low
33F18D5D8867,4.0,medium,medium,medium,medium,medium
340BCFE7E249,3.0,low,low,low,low,low
3418CB8125B3,2.0,medium,medium,medium,medium,low
34317A7F1262,2.5,medium,medium,low,low,low
3438C0C5ACEA,4.5,medium,medium,medium,medium,low
343A80DD6FB3,3.5,medium,medium,low,low,low
344D7B1A7E49,3.0,low,medium,low,low,low
34553E598A00,2.0,low,low,low,low,low
346D75CE413A,2.5,medium,medium,medium,medium,medium
346E77F08903,1.5,low,low,low,low,low
34716B652420,2.0,low,low,low,low,low
3498E7E2DAB6,3.5,low,low,low,low,low
349FF2E7D179,4.0,medium,medium,medium,low,low
34A066E69905,3.5,high,high,high,high,medium
34AC1808D15A,3.0,medium,medium,medium,medium,low
34C829F3DC6A,3.5,medium,medium,medium,medium,medium
34D76C62269C,4.0,medium,medium,low,low,low
34E4FB64EEBA,4.0,medium,medium,medium,low,low
34E9C436DECE,3.5,medium,medium,medium,medium,medium
34F016931102,3.5,medium,medium,medium,medium,medium
352F0193E251,3.5,medium,medium,medium,medium,low
3550660EE2EC,3.0,medium,medium,medium,medium,medium
3564BBEC4A09,2.5,medium,medium,low,low,low
3567E4ED2023,3.0,medium,medium,low,low,low
35954693FE8E,4.0,medium,high,medium,medium,medium
35A1342EF397,3.0,medium,medium,medium,medium,medium
35A7E263AC71,3.0,medium,medium,medium,medium,medium
35C5C7E2BB5E,3.5,medium,medium,medium,medium,medium
35CF1B2B1326,3.0,low,low,low,low,low
35D43561EE62,3.5,medium,medium,medium,medium,medium
35D50C79C5CB,3.5,medium,medium,medium,medium,medium
35D983476332,3.0,low,low,low,low,low
35E552843ADF,3.0,medium,medium,medium,medium,low
36035C063AB3,3.5,medium,high,medium,medium,medium
363295DC545F,2.5,medium,medium,medium,medium,low
3651697D855B,3.5,high,high,high,high,medium
36677FE57D6B,3.0,low,low,low,low,low
367781F47105,4.0,medium,medium,low,low,low
3691B4714FD5,3.5,medium,medium,medium,medium,medium
36A5035117B4,2.5,medium,medium,medium,medium,medium
36A74F4F050A,3.0,medium,medium,medium,medium,medium
36B2E183713B,4.0,medium,medium,medium,medium,medium
36BBFBB5EA41,4.5,medium,medium,medium,medium,medium
36F66596E3B7,2.0,medium,medium,low,low,low
371739A95793,3.0,medium,medium,medium,low,low
37193A72B5D2,3.5,medium,medium,low,low,low
3741D275F8BC,2.5,low,low,low,low,low
374CF6E834A5,3.0,medium,medium,low,low,low
375ABFC3D6F5,3.5,medium,medium,medium,medium,medium
3766B7A3A5E0,4.5,medium,medium,medium,medium,medium
37A8D06A04AC,2.5,medium,medium,medium,medium,low
37D67E614E05,3.0,medium,medium,medium,medium,medium
37DD80EFE4D4,2.5,medium,medium,medium,medium,low
380164B1BAB5,4.0,medium,medium,medium,medium,low
3814F9116CD1,3.5,low,low,low,low,low
3816B67C0B31,3.5,medium,medium,medium,medium,low
38203808F81B,3.5,medium,medium,medium,medium,medium
3821238FE334,2.5,medium,medium,low,low,low
38452CB371C9,2.5,medium,medium,low,low,low
386C2A01AD9D,3.0,medium,medium,medium,low,low
387857083AAE,3.5,medium,medium,medium,medium,medium
389752B5BECF,3.0,medium,medium,medium,low,low
3898358B58BB,3.5,medium,medium,medium,medium,low
38AB1DF25E7F,2.5,low,medium,low,low,low
38B60A8516C2,4.0,medium,medium,medium,medium,medium
38CADC812CBA,3.0,medium,medium,medium,medium,medium
38DF7BD353A9,3.5,medium,medium,low,low,low
38EE843B5CD1,3.0,medium,medium,medium,medium,low
38FA6185D43F,3.5,medium,medium,medium,medium,medium
3904D0B954A3,3.5,medium,medium,low,low,low
392BCD798D37,3.0,low,low,low,low,low
39492CE9549E,4.0,medium,high,medium,low,low
394F5867B7EC,3.5,medium,medium,medium,medium,medium
395189B8B76B,3.0,medium,medium,medium,medium,low
39524C93F4D4,3.5,medium,high,medium,medium,medium
39776B3A4C70,4.0,medium,medium,medium,medium,medium
3991A6F647D3,2.5,medium,medium,low,low,low
39929B24673E,2.0,low,medium,low,low,low
39B3FC0EAE2A,2.5,medium,medium,medium,medium,medium
39B6454376C8,3.0,low,medium,medium,low,low
39BB85E5CB5A,3.0,medium,medium,medium,medium,medium
39E0A362CF29,3.0,medium,medium,medium,medium,medium
39F27C7223DB,3.5,medium,medium,medium,medium,medium
39F578D9212E,3.5,medium,medium,low,low,low
3A2DBB1E0556,2.5,medium,medium,medium,medium,medium
3A38B9DD6723,3.5,medium,high,medium,medium,medium
3A71C888CE45,2.5,low,low,low,low,low
3A94013B23DD,3.5,high,high,high,high,medium
3A9630FC8DFA,3.5,medium,medium,medium,low,low
3ACDDFC9DD0C,2.5,medium,medium,medium,medium,medium
3AD5BFDC11E4,3.5,medium,medium,medium,medium,medium
3ADC97CB1DB6,3.0,medium,medium,low,low,low
3AFA78FFFC15,2.0,medium,medium,low,low,low
3B2DADB10DCA,2.5,medium,medium,low,low,low
3B355996A407,2.5,medium,medium,medium,medium,low
3B6893E9CA71,2.5,medium,medium,medium,medium,medium
3B81809AA132,3.0,medium,medium,medium,medium,low
3B851F58BCDC,2.5,low,low,low,low,low
3B8E36166444,2.0,medium,medium,medium,medium,low
3B93AE972238,2.5,medium,medium,low,low,low
3BD4B53512BD,2.5,low,low,low,low,low
3BDF36560245,2.5,medium,medium,medium,medium,medium
3BE469553D75,3.0,low,low,low,low,low
3BEF322748A1,3.0,medium,medium,medium,medium,low
3BFECA0F8470,2.5,low,low,low,low,low
3C2AFBFEDA6B,4.0,medium,medium,medium,medium,medium
3C487F5D1994,3.0,low,medium,low,low,low
3C56844D4CF0,2.5,medium,medium,low,low,low
3C693CBFEFB5,3.0,medium,low,low,low,low
3C78D0790E7B,4.0,medium,medium,medium,medium,medium
3CACE02FBD5C,3.0,medium,medium,medium,medium,low
3CD660D1E7BB,4.5,high,high,high,high,medium
3CDCFB2C7F25,3.0,medium,high,high,high,medium
3CDD56FF3477,3.5,medium,medium,medium,medium,medium
3CED6DDF77BE,4.5,high,high,medium,medium,low
3D29C845934D,4.0,medium,medium,medium,medium,medium
3D3C80EF2AAA,3.0,medium,medium,low,medium,low
3D4475C949C2,4.0,high,high,high,high,medium
3D72844EC5B0,2.0,medium,medium,low,low,low
3D739817CC30,2.0,medium,medium,medium,medium,low
3D8CF58944E1,4.0,medium,medium,medium,medium,medium
3DAC64829E27,3.0,low,low,low,low,low
3DB503D247B3,4.0,medium,medium,medium,medium,low
3DC3405DF531,2.5,low,medium,low,low,low
3DC539E4E871,3.0,medium,medium,medium,medium,low
3DCF3E6F4A13,3.0,low,low,low,low,low
3DE204C5895E,3.5,medium,medium,medium,low,low
3DFE1FE3FCE8,3.5,medium,medium,medium,medium,low
3E156DCB07C7,3.0,medium,medium,low,low,low
3E170458E9A1,2.0,low,low,low,low,low
3E1A0BAC4372,3.5,medium,medium,medium,medium,medium
3E4B70F8555C,2.5,medium,medium,medium,medium,medium
3E500A5390C1,2.5,low,low,low,low,low
3E607F7C98ED,4.0,medium,medium,medium,medium,medium
3E6C6F1FE64D,4.0,medium,medium,medium,medium,medium
3E750EB9F5C5,3.5,low,low,low,low,low
3E7DE9C1C160,3.0,medium,high,medium,medium,medium
3E9A664FFD33,4.0,medium,medium,medium,medium,medium
3E9DF0451049,3.0,medium,medium,low,low,low
3EA2BA9DAB33,2.0,medium,medium,medium,medium,medium
3EC60741B7BF,2.0,low,low,low,low,low
3EEB66F3630C,2.0,medium,medium,low,medium,low
3EEEF86719CD,4.0,medium,medium,low,low,low
3F1E511E2E1E,3.0,medium,medium,medium,low,low
3F1ED9A56002,3.5,low,low,low,low,low
3F20E4B1AA0D,3.0,low,medium,low,low,low
3F2941C11D95,4.0,medium,medium,medium,medium,low
3F30E7FDE6F1,3.0,medium,medium,medium,medium,medium
3F3DC123EDF6,3.5,low,low,low,low,low
3F4A9ACFEDFB,2.0,low,low,low,low,low
3F4D8262235A,3.5,medium,medium,medium,medium,low
3F645E7A81DB,3.0,medium,medium,medium,medium,low
3F722ACC887E,3.0,medium,medium,low,low,low
3F80F96A6F5A,4.0,medium,medium,medium,medium,low
3F908BB271AA,2.5,medium,medium,medium,medium,medium
3FC8F9902F11,2.0,medium,medium,low,low,low
3FD4C280E4EF,3.5,medium,medium,medium,medium,medium
3FE7AF072783,5.0,medium,high,medium,low,low
4000ADB040FE,3.0,low,low,low,low,low
4002D91C6B6C,3.0,medium,medium,medium,medium,low
400E5AA27067,4.0,medium,medium,medium,medium,low
4025349AD977,3.0,medium,medium,medium,medium,low
402843726F3B,2.5,medium,medium,medium,medium,low
402CAB074577,5.0,medium,high,high,high,medium
4032ED0063E4,3.0,medium,medium,medium,medium,low
40331978F344,3.5,high,high,medium,high,medium
40467A05CC2A,3.0,low,medium,low,low,low
405CEC6E7F5D,3.5,medium,medium,medium,medium,medium
40788D50B102,3.0,medium,medium,medium,medium,low
408A7D3D2EEC,3.0,medium,medium,medium,medium,medium
40AA29D2F32B,4.0,low,low,low,low,low
40AF66A621E0,2.0,low,low,low,low,low
40C0290A53F1,2.0,low,low,low,low,low
40DB9B4FC90A,3.0,medium,medium,medium,medium,low
40DD3FF566D8,3.0,medium,medium,medium,medium,medium
40E6BC53EC01,3.0,medium,high,high,high,medium
410D72D3CCE8,3.5,medium,medium,medium,medium,low
410E1DE75773,3.0,medium,medium,medium,medium,low
4148186C6D84,2.5,low,low,low,low,low
41641B53F554,3.0,medium,medium,medium,medium,low
41A2385450D9,3.0,low,low,low,low,low
41BB825BAEBB,3.5,medium,high,medium,medium,medium
41D5C14587DA,3.5,medium,medium,low,low,low
41D9E5A1342B,2.0,low,low,low,low,low
41D9F5D10332,3.5,medium,medium,low,low,low
41DF6D292056,4.5,medium,medium,medium,medium,low
41EAC230D430,4.5,medium,medium,medium,medium,medium
41F8A61B0BB8,3.5,medium,medium,medium,medium,low
420269F2DE40,3.0,low,low,low,low,low
421FA3CBFD5C,3.0,medium,medium,medium,medium,medium
4228BAB7F096,2.5,low,low,low,low,low
423B413192FA,3.5,medium,medium,medium,medium,low
424005E31A04,3.0,low,medium,low,low,low
4248882EDCCC,3.0,medium,medium,medium,medium,medium
4256A9A1767F,4.0,medium,medium,low,low,low
42587039161D,2.5,medium,medium,low,low,low
4288F88C8D15,3.0,medium,medium,medium,medium,low
42AD5E1F4167,2.5,low,low,low,low,low
42BF43BF8DBE,3.0,low,low,low,low,low
42DB5DABA590,3.5,medium,medium,medium,medium,low
42F8715D04A3,3.5,medium,medium,medium,medium,medium
4351657CEC2F,4.0,medium,medium,medium,medium,low
43533F92E05B,2.5,medium,medium,medium,low,low
4353BF70C4A3,3.5,medium,medium,low,low,low
436450E48EC8,3.5,low,low,low,low,low
437B5914340E,3.0,medium,medium,medium,low,low
43AE9E4D0EFC,3.5,low,low,low,low,low
43B0E1211D58,4.0,medium,medium,medium,high,medium
43EE2C3C7EB5,4.0,medium,high,medium,medium,medium
442CFAE61CC3,2.5,medium,medium,low,medium,low
443AA4F38C8B,3.0,medium,medium,low,low,low
444D784C5791,4.0,medium,medium,medium,medium,medium
4462E068017D,3.0,medium,medium,low,low,low
446CE95CF3F2,3.5,medium,medium,medium,medium,medium
447221C3FA00,2.5,medium,medium,medium,medium,low
4477C08B4960,3.0,medium,medium,medium,medium,medium
44B06B4A6D7E,4.0,medium,medium,medium,medium,medium
44BD35E3BD1D,2.5,medium,medium,low,low,low
44C1594D0950,3.5,medium,medium,medium,medium,low
44D395C2AD83,3.5,medium,medium,medium,medium,medium
44D6EEDAE5BD,3.5,medium,medium,medium,medium,low
44DCCF637033,3.5,medium,medium,medium,medium,medium
44E2726DA1B3,3.5,medium,medium,medium,medium,low
450A7F9AC54A,3.0,low,low,low,low,low
451321E506A6,3.0,medium,medium,low,low,low
451A840C382E,2.5,medium,medium,medium,medium,low
451E8369BB76,2.5,low,low,low,low,low
45291197F292,3.0,medium,medium,medium,medium,medium
453ACA22D3B4,2.5,medium,medium,medium,medium,low
453F18C3C8BD,2.5,low,medium,low,low,low
45697CF2448C,3.5,medium,medium,low,low,low
457A4416559B,2.0,low,low,low,low,low
4585DE769AE9,3.0,low,low,low,low,low
45A86623B659,3.0,medium,medium,medium,medium,low
45DF17CF4937,3.0,medium,medium,medium,medium,medium
45E5B6DE09E9,4.5,medium,medium,medium,medium,medium
45E9622CF8F7,3.5,medium,medium,medium,medium,low
4608287E9B30,3.5,medium,medium,medium,medium,low
462769ABDD5B,3.0,medium,medium,medium,medium,low
462832DCD932,2.5,low,medium,low,low,low
46302B93EF09,4.0,low,low,low,low,low
46484B622DF0,3.5,medium,medium,medium,medium,medium
4665A1D77D6C,4.0,medium,medium,low,low,low
4668B9F74078,2.5,medium,medium,low,low,low
46977B27324C,4.0,medium,medium,medium,medium,medium
46AD88A6F157,3.5,medium,medium,medium,medium,medium
46BB96D9BC9B,3.0,medium,medium,medium,medium,medium
46D16CB314CD,3.0,medium,medium,medium,medium,low
46E550A148DF,3.0,medium,medium,low,low,low
46EC00DDBCF9,3.0,medium,medium,medium,low,low
46EF1F716C52,3.5,medium,medium,medium,medium,medium
47006CCC27EC,3.0,medium,medium,medium,medium,medium
470D092F3831,3.0,medium,medium,medium,low,low
471BD41D6BA9,3.0,medium,medium,medium,medium,medium
471C6119911D,3.5,medium,medium,medium,medium,medium
47261D6E0F08,3.5,medium,high,high,high,medium
473FF163E44A,2.5,low,low,low,low,low
4744A861D13F,3.5,medium,medium,medium,medium,medium
47470951BBDB,3.5,medium,medium,medium,medium,low
474D243CD03A,4.0,medium,medium,medium,medium,medium
4751F39ECBC5,1.0,low,low,low,low,low
4758405809B3,3.0,medium,medium,medium,medium,low
475AAF4D130E,4.0,high,high,medium,high,medium
477B00F899E2,5.0,high,high,high,high,medium
47DD29AF666C,2.0,low,low,low,low,low
4800E073664A,4.5,medium,medium,medium,medium,low
480C577BC8C9,3.0,medium,medium,medium,medium,medium
4810EA26495B,3.0,medium,medium,medium,medium,low
48292985CC59,3.0,medium,medium,medium,medium,medium
483EE18C996B,3.0,medium,medium,medium,medium,low
4843C41AAF24,3.0,medium,medium,medium,medium,medium
4844CF56336D,4.5,low,low,low,low,low
4861FFA6F6CE,3.0,medium,medium,low,medium,low
48837626943D,3.0,medium,medium,medium,medium,low
48940AA0656E,2.5,low,low,low,low,low
48AC182E4ADC,4.0,medium,medium,medium,medium,low
48ADCBFC8376,2.5,medium,medium,low,medium,low
48BBB107A05C,3.5,medium,medium,medium,medium,medium
48EA282A4EAF,1.0,low,low,low,low,low
48F7FCAD8B23,3.0,medium,medium,low,low,low
4906FE42D823,3.5,medium,medium,medium,medium,medium
49096A420708,3.5,medium,medium,medium,medium,medium
491FA41A1499,2.5,medium,medium,medium,low,low
495A94390744,3.5,medium,medium,medium,medium,medium
49605B65EA8D,2.5,medium,medium,low,medium,low
49619EA08A55,3.0,medium,medium,low,low,low
4967076F4E7F,2.5,low,low,low,low,low
49718724CB84,3.5,medium,medium,low,low,low
4975FA2ABC9D,3.5,medium,medium,medium,medium,medium
49C5BCE4CD28,3.0,medium,medium,medium,medium,low
49CBF98C0292,2.5,low,low,low,low,low
49D2A80F1484,2.5,low,low,low,low,low
49DA281C7585,2.0,medium,medium,medium,medium,low
49E2BDE820BD,3.0,medium,medium,medium,medium,low
49E375E8CA7B,3.5,medium,medium,medium,medium,medium
49F54A35F6F3,3.5,medium,medium,medium,medium,medium
4A38761A2CBB,3.5,medium,medium,medium,medium,low
4A4B45273A9D,2.5,medium,medium,low,low,low
4A87CFC37238,3.5,high,high,medium,medium,low
4A8E42EE9569,3.5,medium,medium,medium,medium,medium
4A9DB943D7D5,4.0,medium,medium,medium,medium,medium
4AAD1243DE3D,3.0,medium,medium,medium,high,medium
4ABC0ED00F91,3.5,medium,medium,medium,medium,low
4AC16314867E,2.5,medium,medium,low,low,low
4ACFA2D3D0A1,3.5,medium,medium,medium,medium,low
4AF3A09B2EF7,4.0,medium,medium,medium,medium,medium
4B0CF2CFCB4A,2.0,medium,medium,medium,medium,low
4B0F6070B45A,3.0,medium,medium,medium,medium,low
4B174612FD60,4.0,high,high,medium,medium,medium
4B4A48BAED30,2.5,low,low,low,low,low
