essay_id,Vocabulary_score,question1,question2,question3,question4,question5,question6
24615FD199BE,3.0,medium,medium,medium,medium,medium,medium
248407B5DBB2,3.5,medium,high,medium,medium,medium,medium
24B8DF4DA85A,3.5,medium,medium,medium,medium,medium,medium
24C508ED6FE2,3.5,medium,medium,medium,medium,medium,medium
24C654C85C1F,3.5,medium,low,medium,low,medium,low
24DAF94F0A18,3.0,medium,low,medium,low,medium,low
24E7F271035B,4.0,medium,low,medium,low,medium,low
25130AAA9552,2.5,low,low,low,low,medium,low
25248BD3EEC2,3.5,medium,medium,medium,medium,medium,medium
253108CDC69F,3.0,low,low,low,low,low,low
2538542762C0,3.5,medium,medium,medium,medium,medium,medium
253B2D521F14,3.0,medium,low,medium,low,medium,low
25518B329285,3.0,medium,low,medium,low,medium,medium
25597135F582,4.0,medium,medium,medium,medium,medium,medium
2567C158F746,2.5,medium,low,medium,low,medium,low
2568B64DB374,4.0,low,low,low,low,medium,low
257D0126F271,3.0,medium,medium,medium,low,medium,medium
2580A540719C,3.5,medium,medium,medium,medium,medium,medium
25BFA95D04DE,2.5,medium,medium,medium,medium,medium,medium
25BFEA75C65A,3.0,medium,medium,medium,medium,medium,medium
25F1B2374A32,3.5,medium,medium,medium,medium,medium,medium
25FA30699A04,4.0,high,medium,medium,medium,medium,medium
2623A90F72B9,3.5,medium,medium,medium,medium,medium,medium
2637F9BEE7D3,2.5,medium,medium,medium,medium,medium,medium
263A29FC4FB1,3.0,medium,medium,medium,medium,medium,medium
263C2C01BC08,3.0,medium,low,medium,medium,medium,medium
265FCDBBF0C1,3.0,medium,medium,medium,medium,medium,medium
2675A97C2B76,3.5,medium,medium,medium,medium,medium,medium
26788FA4ED04,3.5,medium,low,medium,low,medium,low
269026CFBEC9,2.5,low,low,low,low,low,low
269101ABF266,3.5,medium,medium,medium,medium,medium,medium
26D32FF6313F,2.5,low,low,low,low,low,low
26E2AD762E9B,3.0,medium,medium,medium,medium,medium,medium
26EA99485576,4.0,medium,medium,medium,medium,medium,medium
2716F5E20A4F,1.5,low,low,low,low,low,low
2723DB12AC00,3.0,medium,medium,medium,medium,medium,medium
272CA21BAE13,3.0,low,low,low,low,medium,low
277A95AC0190,3.5,medium,medium,medium,medium,medium,medium
278DE0BFACBF,3.5,medium,low,medium,low,medium,low
279245CFCCF4,3.5,medium,medium,medium,medium,medium,medium
27B8304D6E89,3.0,medium,medium,medium,medium,medium,medium
27D80E5F87B1,3.0,medium,medium,medium,medium,medium,medium
27E725D251A8,3.0,medium,low,medium,low,medium,medium
27FC2D31B704,2.5,medium,medium,medium,medium,medium,medium
280F4A13DE2B,3.0,medium,medium,medium,medium,medium,medium
281AB73DF311,3.5,medium,medium,medium,medium,medium,medium
2844FD2BF83B,3.0,low,low,low,low,medium,low
28494A144B1A,2.5,medium,low,medium,low,medium,low
2855CD45984F,3.0,low,low,low,low,low,low
28639BE05BB7,3.5,medium,low,medium,medium,medium,medium
28661F47D728,2.5,low,low,medium,low,medium,low
286FE6743E88,2.5,low,low,low,low,low,low
287BE4F26530,3.0,low,low,medium,low,medium,low
28930E0B8820,3.0,medium,low,medium,low,medium,low
28C8F048A469,4.0,medium,medium,medium,medium,medium,medium
28FF89DC3B40,2.5,medium,low,medium,low,medium,low
2909EE180A2A,3.0,medium,medium,medium,medium,medium,medium
292E635496C4,3.0,medium,low,low,low,low,low
293A93F037A7,3.0,medium,medium,medium,medium,medium,medium
2940713292A0,3.0,medium,medium,medium,medium,medium,medium
294C41270CAB,3.0,medium,medium,medium,medium,medium,medium
296B1DD1E251,2.5,medium,medium,medium,medium,medium,medium
297ABDDBAA92,3.0,medium,medium,medium,medium,medium,medium
29905A8482BC,3.5,medium,medium,medium,medium,medium,medium
29B364A33B4E,3.0,low,low,low,low,low,low
29BB45AA907C,4.0,medium,medium,medium,medium,medium,medium
29BEFF0B3FA0,3.0,medium,medium,medium,medium,medium,medium
29E1FB4B1D42,3.0,low,low,low,low,medium,low
29FCF6DFFFFC,3.5,low,low,low,low,low,low
2A18E2265D9E,3.0,low,low,low,low,low,low
2A2AE5FB899F,3.0,medium,medium,medium,medium,medium,medium
2A4B5673EBAC,2.0,low,low,low,low,low,low
2A60299D5D14,2.5,medium,medium,medium,medium,medium,medium
2A6F8A794455,3.5,medium,medium,medium,high,medium,medium
2A7997AE8E72,3.0,medium,medium,medium,medium,medium,medium
2A96CE614119,3.5,medium,medium,medium,medium,medium,medium
2A9FC8634742,4.5,medium,medium,medium,high,medium,medium
2AAA5F2F5270,3.5,medium,medium,medium,medium,medium,medium
2AC1514AB3B0,3.0,low,low,medium,low,medium,low
2ACDFF7FCAAA,2.0,low,low,medium,low,medium,low
2ACFD4F32565,3.0,low,low,medium,low,medium,low
2B015051803E,3.0,medium,medium,medium,medium,medium,medium
2B0888CD4C15,2.5,low,low,low,low,low,low
2B3CB2A6D7D0,2.5,medium,medium,medium,medium,medium,medium
2B4AB39B1C76,3.0,low,low,low,low,low,low
2B621C2F0716,2.5,medium,medium,medium,medium,medium,medium
2B62F285FD21,4.0,medium,medium,medium,medium,medium,medium
2B66CE2870AD,3.0,medium,medium,medium,medium,medium,medium
2B69ADAD868C,4.0,high,high,medium,high,medium,medium
2B6BA642E4F5,3.0,medium,low,low,low,medium,low
2B6FE734CB4E,3.0,medium,medium,medium,medium,medium,medium
2B9C5C3BB7B9,3.0,medium,medium,medium,medium,medium,medium
2B9FE67B7465,3.0,low,low,low,low,medium,low
2BA422F3619F,3.0,low,low,low,low,low,low
2BAF09F7004D,3.0,medium,high,medium,medium,low,medium
2BAFBD6D9755,4.0,low,low,low,low,low,low
2BE11993FB5F,3.0,medium,medium,medium,medium,medium,medium
2BE976C99FDF,4.0,medium,medium,medium,medium,medium,medium
2BFB0A8F50E1,4.0,low,low,low,low,low,low
2C0F002E8882,3.0,medium,medium,medium,low,medium,medium
2C34CE94B837,2.5,high,high,high,high,medium,medium
2C38B62420C3,3.0,low,low,medium,low,medium,low
2C4DE9FD3734,4.0,medium,high,medium,medium,medium,medium
2C58AE2BD566,3.0,medium,low,low,low,medium,low
2C681168A674,2.5,medium,medium,medium,medium,medium,medium
2C76B87A843F,3.5,medium,high,high,medium,medium,medium
2C7750B811F3,4.0,medium,medium,medium,medium,medium,medium
2C7A6E04F7D0,3.0,medium,medium,medium,medium,medium,medium
2C8802241F51,2.5,medium,medium,medium,medium,medium,medium
2C94D8BCF2F9,2.5,medium,medium,medium,medium,medium,medium
2C9EA803FF3A,3.0,medium,medium,low,low,medium,low
2CAAF1F40F49,3.5,medium,medium,medium,medium,medium,medium
2CD73298526F,4.0,medium,medium,medium,low,medium,medium
2CDDE76979DD,3.5,medium,medium,medium,medium,medium,medium
2D0A261453D0,3.5,medium,medium,medium,medium,medium,medium
2D194F068B93,2.5,medium,medium,medium,medium,medium,medium
2D3E794C5206,3.5,medium,medium,medium,medium,medium,medium
2D508127DEF1,4.0,medium,medium,medium,medium,medium,medium
2D5A9BEEB30D,4.0,medium,medium,medium,medium,medium,medium
2D63639F997F,3.5,medium,high,medium,high,medium,medium
2D6FA4DEBFD6,4.0,medium,medium,medium,medium,medium,medium
2D8464A3BD5B,4.0,medium,low,medium,low,medium,low
2D940E7F240C,3.0,medium,medium,medium,medium,medium,medium
2DAA07621328,3.5,medium,low,medium,low,medium,low
2DDFC0DFC442,3.5,medium,medium,medium,medium,medium,medium
2DE38160D46B,3.5,medium,medium,medium,medium,medium,medium
2DFC9CC1793A,2.5,low,low,low,low,low,low
2E043F67934C,3.0,medium,medium,medium,medium,medium,medium
2E3FC44757FB,3.0,medium,medium,medium,medium,medium,medium
2E5A3E5FD179,3.5,low,low,low,low,medium,low
2E6495FC2C72,3.0,medium,medium,medium,medium,medium,medium
2E8A8C550F8D,2.5,medium,low,medium,low,medium,low
2E8C8C439D36,3.0,medium,medium,medium,medium,medium,medium
2E98035B8362,4.0,high,high,medium,high,medium,medium
2EA9DA7AAD2C,3.5,medium,medium,medium,medium,medium,medium
2EB94A444839,3.5,medium,medium,medium,medium,medium,medium
2EBC2F60AAE9,2.0,low,low,low,low,medium,low
2EC0647293F6,2.5,low,low,low,low,low,low
2EEB160A4BD1,3.0,medium,medium,medium,medium,medium,medium
2EEEE9C5E227,4.5,medium,medium,medium,medium,medium,medium
2EF984473EC5,2.5,medium,medium,medium,medium,medium,medium
2F10C8035FEA,2.5,low,low,low,low,medium,low
2F268BE28055,4.0,medium,medium,medium,medium,medium,medium
2F3210D23414,3.5,medium,medium,medium,medium,medium,medium
2F3E35DA88B0,3.5,medium,medium,medium,medium,medium,medium
2F56C4AD3F46,3.5,medium,low,medium,low,medium,medium
2F7B0CE01B4B,4.0,medium,medium,medium,medium,medium,medium
2F81111E7831,3.0,medium,low,medium,medium,medium,low
2F93B934ED27,3.0,medium,medium,medium,medium,medium,medium
2FE31DD4FD98,4.0,medium,medium,medium,medium,medium,medium
3012637E06B5,3.0,medium,medium,medium,medium,medium,medium
301A4BFAE56A,3.0,medium,low,medium,low,medium,low
305EFA6DBBBF,4.5,medium,medium,medium,medium,medium,medium
306796D0279E,2.0,low,low,low,low,medium,low
307D618AF467,3.5,low,low,low,low,low,low
30A7E68EFC88,2.0,medium,low,medium,low,medium,medium
30B9B18CCCC2,2.0,medium,low,medium,low,medium,medium
30DDC17D2986,4.0,medium,medium,medium,medium,medium,medium
30FE0B8168BE,3.5,medium,medium,medium,medium,medium,medium
310CDA45739E,3.5,medium,medium,medium,medium,medium,medium
3134FDB9DB86,3.0,medium,low,low,low,low,low
3137C16C109D,2.0,low,low,low,low,low,low
31490B1FA765,3.0,medium,low,medium,medium,medium,medium
314E6ED40C6A,2.5,medium,medium,medium,medium,medium,medium
31B604C7D90F,3.5,medium,low,medium,low,medium,medium
31D67F9A82BA,5.0,medium,low,medium,low,medium,medium
31EEF9A4A29B,3.5,medium,medium,medium,medium,medium,medium
32380C91070A,3.0,medium,medium,medium,medium,medium,medium
323F5DADC975,3.0,low,low,medium,low,medium,low
325B2F7BB3B1,3.0,medium,low,medium,low,medium,medium
327AAC23CF5D,2.0,low,low,medium,low,medium,low
327EB11122D0,3.0,low,low,low,low,medium,low
327F36243259,3.5,low,low,low,low,medium,low
327F4BCC9E4B,3.0,medium,medium,medium,medium,medium,medium
32A1DC59F4EF,3.0,low,low,low,low,medium,low
32B2D5592E1D,3.0,low,low,low,low,low,low
32E2949B0C66,3.0,low,low,low,low,low,low
331103D7D5CF,3.5,medium,medium,medium,medium,medium,medium
33113B7D1125,3.0,low,low,low,low,medium,low
331760E7A5CB,3.5,medium,low,low,low,medium,low
331D60E145C4,4.0,medium,medium,medium,medium,medium,medium
332F7B4392BA,3.0,medium,medium,medium,medium,medium,medium
33ADAAB38BFC,3.5,low,low,low,low,medium,low
33AF50FB5ED9,4.0,medium,medium,medium,medium,medium,medium
33CC5A37AC8C,3.0,low,low,low,low,low,low
33CCEE3933ED,3.0,medium,medium,medium,medium,medium,medium
33CFC6838E04,2.5,low,low,low,low,low,low
33DEFCDAD05F,4.0,medium,medium,medium,medium,medium,medium
33E25E6A8028,3.0,medium,medium,medium,medium,medium,medium
33E7F1C7E399,3.0,low,low,low,low,medium,low
33F18D5D8867,4.0,medium,medium,medium,medium,medium,medium
340BCFE7E249,3.5,low,low,low,low,low,low
3418CB8125B3,3.0,medium,medium,medium,medium,medium,medium
34317A7F1262,2.0,low,low,medium,low,medium,low
3438C0C5ACEA,4.0,medium,medium,medium,medium,medium,medium
343A80DD6FB3,3.0,medium,low,low,low,medium,low
344D7B1A7E49,3.5,medium,low,medium,low,medium,medium
34553E598A00,3.0,low,low,low,low,low,low
346D75CE413A,3.0,medium,medium,medium,medium,medium,medium
346E77F08903,1.5,low,low,low,low,low,low
34716B652420,2.0,low,low,low,low,low,low
3498E7E2DAB6,3.0,low,low,low,low,low,low
349FF2E7D179,4.0,medium,medium,medium,medium,medium,medium
34A066E69905,3.5,high,high,high,high,medium,medium
34AC1808D15A,3.0,medium,medium,medium,medium,medium,medium
34C829F3DC6A,3.5,medium,medium,medium,medium,medium,medium
34D76C62269C,3.5,low,low,low,low,medium,low
34E4FB64EEBA,4.0,medium,medium,medium,medium,medium,medium
34E9C436DECE,3.0,medium,medium,medium,medium,medium,medium
34F016931102,3.5,medium,medium,medium,medium,medium,medium
352F0193E251,3.0,medium,medium,medium,medium,medium,medium
3550660EE2EC,3.0,medium,medium,medium,medium,medium,medium
3564BBEC4A09,3.0,medium,low,medium,low,medium,medium
3567E4ED2023,2.5,low,low,low,low,medium,low
35954693FE8E,3.5,medium,medium,high,medium,medium,medium
35A1342EF397,4.5,medium,medium,medium,medium,medium,medium
35A7E263AC71,3.0,medium,medium,medium,medium,medium,medium
35C5C7E2BB5E,3.5,medium,medium,medium,medium,medium,medium
35CF1B2B1326,3.0,low,low,low,low,medium,low
35D43561EE62,3.0,medium,medium,medium,medium,medium,medium
35D50C79C5CB,3.5,medium,medium,medium,medium,medium,medium
35D983476332,3.5,medium,low,low,low,medium,low
35E552843ADF,3.5,medium,medium,medium,medium,medium,medium
36035C063AB3,3.5,medium,medium,medium,medium,medium,medium
363295DC545F,3.0,medium,medium,medium,medium,medium,medium
3651697D855B,4.0,high,high,high,high,medium,medium
36677FE57D6B,3.0,low,low,low,low,low,low
367781F47105,3.5,medium,low,medium,medium,medium,medium
3691B4714FD5,4.0,medium,medium,medium,medium,medium,medium
36A5035117B4,2.5,medium,medium,medium,medium,medium,medium
36A74F4F050A,3.0,medium,medium,medium,medium,medium,medium
36B2E183713B,4.0,medium,medium,medium,medium,medium,medium
36BBFBB5EA41,3.5,medium,medium,medium,medium,medium,medium
36F66596E3B7,3.0,medium,low,medium,low,medium,low
371739A95793,3.0,medium,low,medium,low,medium,low
37193A72B5D2,3.5,medium,low,medium,medium,medium,medium
3741D275F8BC,3.5,medium,low,medium,low,medium,low
374CF6E834A5,3.5,medium,medium,medium,medium,medium,medium
375ABFC3D6F5,4.0,medium,medium,medium,medium,medium,medium
3766B7A3A5E0,4.5,medium,medium,medium,medium,medium,medium
37A8D06A04AC,3.0,medium,medium,medium,medium,medium,medium
37D67E614E05,3.0,medium,medium,medium,medium,medium,medium
37DD80EFE4D4,3.0,medium,medium,medium,medium,medium,medium
380164B1BAB5,4.0,medium,medium,medium,medium,medium,medium
3814F9116CD1,3.0,low,low,low,low,low,low
3816B67C0B31,3.0,medium,medium,medium,medium,medium,medium
38203808F81B,3.5,medium,medium,medium,medium,medium,medium
3821238FE334,3.5,medium,low,medium,low,medium,low
38452CB371C9,3.0,medium,medium,medium,medium,medium,medium
386C2A01AD9D,3.0,medium,medium,medium,medium,medium,medium
387857083AAE,3.0,medium,medium,medium,medium,medium,medium
389752B5BECF,3.0,medium,medium,medium,medium,medium,medium
3898358B58BB,3.0,medium,medium,medium,medium,medium,medium
38AB1DF25E7F,2.5,low,low,medium,low,medium,low
38B60A8516C2,3.5,medium,medium,medium,medium,medium,medium
38CADC812CBA,3.0,medium,medium,medium,medium,medium,medium
38DF7BD353A9,3.0,low,low,low,low,medium,low
38EE843B5CD1,3.0,low,low,medium,low,medium,medium
38FA6185D43F,3.5,medium,medium,medium,medium,medium,medium
3904D0B954A3,3.5,medium,medium,medium,medium,medium,medium
392BCD798D37,2.5,low,low,low,low,low,low
39492CE9549E,4.0,medium,medium,medium,high,medium,medium
394F5867B7EC,3.5,medium,medium,medium,medium,medium,medium
395189B8B76B,3.0,medium,medium,medium,medium,medium,medium
39524C93F4D4,4.0,medium,medium,medium,medium,medium,medium
39776B3A4C70,3.5,medium,medium,medium,medium,medium,medium
3991A6F647D3,2.5,medium,low,medium,low,medium,low
39929B24673E,3.0,low,low,low,low,medium,low
39B3FC0EAE2A,3.5,medium,medium,medium,medium,medium,medium
39B6454376C8,3.5,medium,low,medium,low,medium,medium
39BB85E5CB5A,3.0,medium,medium,medium,medium,medium,medium
39E0A362CF29,3.0,medium,medium,medium,high,medium,medium
39F27C7223DB,3.5,medium,medium,medium,medium,medium,medium
39F578D9212E,3.0,medium,medium,medium,medium,medium,medium
3A2DBB1E0556,3.0,medium,high,medium,medium,medium,medium
3A38B9DD6723,3.5,medium,medium,medium,high,medium,medium
3A71C888CE45,2.5,low,low,low,low,low,low
3A94013B23DD,4.5,high,high,high,high,medium,high
3A9630FC8DFA,3.0,medium,medium,medium,low,medium,medium
3ACDDFC9DD0C,2.5,medium,medium,medium,medium,medium,medium
3AD5BFDC11E4,3.0,medium,medium,medium,medium,medium,medium
3ADC97CB1DB6,3.5,medium,low,medium,medium,medium,medium
3AFA78FFFC15,3.0,low,low,medium,low,medium,low
3B2DADB10DCA,3.0,medium,medium,medium,low,medium,low
3B355996A407,3.0,medium,medium,medium,medium,medium,medium
3B6893E9CA71,4.0,medium,medium,medium,medium,medium,medium
3B81809AA132,3.0,medium,medium,medium,medium,medium,medium
3B851F58BCDC,3.0,low,low,low,low,low,low
3B8E36166444,3.0,medium,medium,medium,medium,medium,medium
3B93AE972238,3.0,low,low,medium,low,medium,low
3BD4B53512BD,3.0,low,low,low,low,low,low
3BDF36560245,3.0,medium,medium,medium,low,medium,medium
3BE469553D75,3.5,low,low,medium,low,medium,low
3BEF322748A1,3.0,medium,medium,medium,medium,medium,medium
3BFECA0F8470,3.0,low,low,low,low,low,low
3C2AFBFEDA6B,3.5,medium,medium,medium,medium,medium,medium
3C487F5D1994,3.0,low,low,low,low,medium,low
3C56844D4CF0,3.0,medium,low,medium,low,medium,medium
3C693CBFEFB5,3.5,low,low,low,low,low,low
3C78D0790E7B,3.5,medium,medium,medium,medium,medium,medium
3CACE02FBD5C,3.0,medium,medium,medium,medium,medium,medium
3CD660D1E7BB,4.0,high,high,high,high,medium,high
3CDCFB2C7F25,3.5,medium,high,high,medium,medium,medium
3CDD56FF3477,4.0,medium,medium,high,medium,medium,medium
3CED6DDF77BE,4.5,high,high,medium,high,medium,medium
3D29C845934D,4.0,medium,medium,medium,medium,medium,medium
3D3C80EF2AAA,3.0,low,low,medium,low,medium,low
3D4475C949C2,4.0,high,high,high,high,medium,high
3D72844EC5B0,3.0,medium,low,low,low,medium,low
3D739817CC30,2.5,medium,medium,medium,medium,medium,medium
3D8CF58944E1,3.5,medium,medium,medium,medium,medium,medium
3DAC64829E27,3.0,medium,low,low,low,medium,low
3DB503D247B3,3.5,medium,medium,medium,medium,medium,medium
3DC3405DF531,3.0,low,low,low,low,low,low
3DC539E4E871,2.5,medium,low,medium,medium,medium,medium
3DCF3E6F4A13,3.5,low,low,low,low,low,low
3DE204C5895E,3.5,medium,medium,medium,medium,medium,medium
3DFE1FE3FCE8,3.5,medium,medium,medium,medium,medium,medium
3E156DCB07C7,3.0,medium,low,low,low,low,low
3E170458E9A1,2.0,low,low,low,low,low,low
3E1A0BAC4372,3.0,medium,medium,medium,medium,medium,medium
3E4B70F8555C,3.0,medium,medium,medium,medium,medium,medium
3E500A5390C1,3.0,low,low,low,low,medium,low
3E607F7C98ED,3.5,medium,medium,medium,medium,medium,medium
3E6C6F1FE64D,3.5,medium,medium,medium,medium,medium,medium
3E750EB9F5C5,3.0,low,low,low,low,low,low
3E7DE9C1C160,4.0,medium,medium,medium,medium,high,medium
3E9A664FFD33,4.0,medium,medium,medium,medium,medium,medium
3E9DF0451049,3.0,low,low,low,low,low,low
3EA2BA9DAB33,2.0,medium,medium,medium,medium,medium,medium
3EC60741B7BF,3.0,low,low,low,low,low,low
3EEB66F3630C,2.5,medium,medium,medium,low,medium,medium
3EEEF86719CD,3.5,medium,low,medium,medium,medium,low
3F1E511E2E1E,3.0,medium,medium,medium,low,medium,medium
3F1ED9A56002,3.0,medium,low,medium,low,medium,medium
3F20E4B1AA0D,2.5,low,low,low,low,medium,low
3F2941C11D95,4.0,medium,medium,medium,medium,medium,medium
3F30E7FDE6F1,3.0,medium,medium,medium,medium,medium,medium
3F3DC123EDF6,4.0,low,low,low,low,low,low
3F4A9ACFEDFB,2.0,low,low,low,low,low,low
3F4D8262235A,4.0,medium,medium,medium,medium,medium,low
3F645E7A81DB,3.0,medium,medium,medium,medium,medium,medium
3F722ACC887E,2.5,low,low,low,low,medium,low
3F80F96A6F5A,3.0,medium,medium,medium,medium,medium,medium
3F908BB271AA,3.0,medium,medium,medium,medium,medium,medium
3FC8F9902F11,2.5,low,low,low,low,medium,low
3FD4C280E4EF,4.0,medium,medium,medium,medium,medium,medium
3FE7AF072783,5.0,high,high,medium,high,medium,medium
4000ADB040FE,3.0,low,low,low,low,medium,low
4002D91C6B6C,4.0,medium,low,medium,medium,medium,medium
400E5AA27067,3.5,medium,low,medium,medium,medium,medium
4025349AD977,3.5,medium,medium,medium,medium,medium,medium
402843726F3B,2.5,medium,medium,medium,medium,medium,medium
402CAB074577,4.5,medium,high,high,medium,medium,high
4032ED0063E4,3.0,medium,medium,medium,medium,medium,medium
40331978F344,3.5,medium,high,medium,high,medium,medium
40467A05CC2A,3.0,medium,medium,medium,low,medium,medium
405CEC6E7F5D,4.0,medium,medium,medium,medium,medium,medium
40788D50B102,3.5,medium,medium,medium,medium,medium,medium
408A7D3D2EEC,3.0,medium,medium,medium,medium,medium,medium
40AA29D2F32B,3.0,low,low,low,low,low,low
40AF66A621E0,2.5,low,low,low,low,low,low
40C0290A53F1,3.0,low,low,low,low,medium,low
40DB9B4FC90A,3.0,medium,medium,medium,medium,medium,medium
40DD3FF566D8,3.5,medium,medium,medium,medium,medium,medium
