essay_id,prompt_id,conventions_score,question1,question2,question3,question4,question5,question6,question7,question8,question9
536,1,4,low,low,low,low,low,medium,low,low,low
537,1,3,medium,medium,low,low,low,medium,low,low,medium
538,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
539,1,3,low,low,low,low,medium,medium,low,low,low
540,1,4,medium,medium,low,low,low,medium,low,low,low
541,1,5,medium,low,medium,low,medium,medium,low,low,medium
542,1,6,high,high,high,high,high,high,high,high,high
543,1,3,medium,low,low,low,low,medium,low,low,medium
544,1,3,low,low,low,low,low,low,low,low,low
545,1,1,low,low,low,low,low,low,low,low,medium
546,1,2,low,low,low,low,low,low,low,low,low
547,1,5,low,low,low,low,low,medium,low,low,low
548,1,4,high,high,high,medium,high,high,high,medium,medium
549,1,4,low,low,low,low,low,low,low,low,low
550,1,5,medium,medium,low,low,low,medium,high,low,medium
551,1,4,low,low,low,low,low,medium,low,low,low
552,1,2,low,low,low,low,low,low,low,low,low
553,1,3,low,low,low,low,low,low,low,low,low
554,1,4,medium,medium,medium,low,medium,medium,medium,low,medium
555,1,4,low,low,low,low,low,low,low,low,low
556,1,4,medium,medium,low,low,medium,high,low,medium,medium
557,1,5,low,low,low,low,low,low,low,low,low
558,1,5,high,high,high,high,high,high,high,medium,high
559,1,6,high,low,low,low,low,high,high,high,low
560,1,3,low,low,low,low,low,medium,low,low,low
561,1,3,low,low,low,low,low,low,low,low,low
562,1,4,medium,medium,low,low,low,medium,low,low,medium
563,1,3,medium,low,low,low,medium,medium,low,low,medium
564,1,5,medium,medium,low,low,medium,medium,low,low,low
565,1,4,low,low,low,low,low,low,low,low,low
566,1,4,medium,low,low,low,medium,medium,low,low,low
567,1,3,medium,medium,medium,medium,medium,medium,medium,low,medium
568,1,4,low,low,low,low,low,low,low,low,low
569,1,4,low,low,low,low,low,medium,low,low,low
570,1,3,low,low,low,low,low,low,low,low,low
571,1,4,medium,medium,low,low,medium,medium,low,low,medium
572,1,4,high,high,high,low,medium,high,high,low,medium
573,1,4,low,low,low,low,low,low,low,low,low
574,1,3,low,low,low,low,low,low,low,low,low
575,1,4,low,low,low,low,low,low,low,low,low
576,1,4,medium,low,low,low,medium,medium,low,low,low
577,1,2,low,low,low,low,low,medium,low,low,low
578,1,3,low,low,low,low,low,low,low,low,low
579,1,4,low,low,low,low,low,low,low,low,low
580,1,3,low,low,low,low,low,low,low,low,low
581,1,4,medium,medium,low,low,medium,medium,low,low,medium
582,1,5,high,high,high,high,high,high,high,medium,high
583,1,4,low,low,low,low,low,low,low,low,low
584,1,3,low,low,low,low,low,low,low,low,low
585,1,5,low,low,low,low,low,low,low,low,low
586,1,4,medium,medium,low,low,medium,medium,low,low,medium
587,1,3,low,low,low,low,low,low,low,low,low
588,1,4,high,low,high,low,low,high,high,low,medium
589,1,3,medium,medium,medium,medium,low,low,medium,low,medium
590,1,2,medium,low,low,low,low,medium,low,low,medium
591,1,3,low,low,low,low,low,low,low,low,low
592,1,3,medium,low,low,low,low,medium,low,low,low
593,1,4,low,medium,low,low,low,low,low,low,low
594,1,2,medium,low,low,low,low,medium,low,low,medium
595,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
596,1,2,low,low,low,low,low,medium,low,low,low
597,1,5,low,low,low,low,low,low,low,low,low
598,1,3,low,low,low,low,low,low,low,low,low
599,1,4,medium,medium,low,low,medium,medium,low,medium,medium
600,1,2,low,low,low,low,low,low,low,low,low
601,1,3,medium,medium,medium,medium,medium,medium,medium,low,medium
602,1,3,low,low,low,low,low,low,low,low,low
603,1,4,low,low,low,low,low,low,low,low,low
604,1,4,medium,low,low,low,medium,medium,low,medium,medium
605,1,3,low,low,low,low,low,low,low,low,low
606,1,3,low,low,low,low,low,low,low,low,low
607,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
608,1,2,low,low,low,low,low,low,low,low,low
609,1,3,medium,medium,low,low,medium,medium,low,low,medium
610,1,2,low,low,low,low,low,low,low,low,low
611,1,4,low,low,low,low,low,low,low,low,low
612,1,4,low,low,low,low,low,low,low,low,low
613,1,4,low,low,low,low,low,low,low,low,low
614,1,3,low,low,low,low,low,low,low,low,low
615,1,5,medium,medium,high,low,medium,high,low,low,medium
616,1,4,low,low,low,low,low,low,low,low,low
617,1,5,low,medium,low,low,low,low,low,low,low
618,1,5,low,low,low,low,low,low,low,low,low
619,1,6,high,low,high,high,high,high,high,low,high
620,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
621,1,3,low,low,low,low,low,low,low,low,low
622,1,4,medium,medium,medium,low,low,medium,low,low,medium
623,1,2,low,low,low,low,low,low,low,low,medium
624,1,3,low,low,low,low,low,low,low,low,low
625,1,4,low,low,low,low,low,low,low,low,low
626,1,3,medium,low,low,low,low,medium,low,low,medium
627,1,3,low,low,low,low,low,low,low,low,low
628,1,5,low,low,low,low,low,low,low,low,low
629,1,4,low,low,low,low,low,low,low,low,low
630,1,4,low,low,low,low,low,low,low,low,low
631,1,3,medium,medium,medium,medium,medium,medium,low,low,medium
632,1,4,medium,medium,high,low,medium,medium,low,low,medium
633,1,3,medium,medium,low,low,medium,medium,medium,low,medium
634,1,2,low,low,low,low,low,low,low,low,low
635,1,4,low,low,low,low,low,medium,low,low,low
636,1,5,medium,low,high,low,low,medium,low,low,low
637,1,3,low,low,low,low,low,low,low,low,low
638,1,3,medium,low,low,low,medium,medium,low,low,medium
639,1,3,low,low,low,low,low,low,low,low,low
640,1,4,medium,low,low,low,low,medium,low,low,medium
641,1,3,medium,low,low,low,low,low,low,low,medium
642,1,4,low,low,low,low,low,medium,low,low,low
643,1,5,low,medium,low,low,low,low,low,low,low
644,1,4,high,high,high,high,high,high,high,low,high
645,1,3,low,low,low,low,low,low,low,low,low
646,1,3,low,low,low,low,low,low,low,low,low
647,1,4,medium,low,low,low,medium,medium,low,low,low
648,1,2,low,low,low,low,low,low,low,low,low
649,1,4,high,medium,high,medium,medium,medium,medium,low,medium
650,1,5,high,high,high,high,high,high,high,high,high
651,1,3,low,low,low,low,low,low,low,low,low
652,1,4,medium,low,low,low,low,medium,low,low,medium
653,1,4,low,low,low,low,low,low,low,low,low
654,1,4,low,low,low,low,low,low,low,low,low
655,1,3,low,low,low,low,low,low,low,low,medium
656,1,4,medium,low,low,low,low,medium,low,low,medium
657,1,4,medium,low,low,low,low,medium,low,low,medium
658,1,4,low,low,low,low,low,low,low,low,low
659,1,4,high,high,high,high,high,high,high,low,medium
660,1,6,high,high,high,high,high,high,high,low,medium
661,1,4,low,low,low,low,low,low,low,low,low
662,1,3,low,low,low,low,low,low,low,low,low
663,1,4,low,low,low,low,low,low,low,low,low
664,1,3,low,low,low,low,low,low,low,low,low
665,1,2,low,low,low,low,low,low,low,low,low
666,1,4,medium,medium,medium,low,medium,medium,low,low,medium
667,1,4,medium,low,low,low,medium,medium,low,low,medium
668,1,4,medium,medium,medium,low,medium,medium,medium,low,medium
669,1,4,low,low,low,low,low,low,low,low,low
670,1,3,low,low,low,low,low,low,low,low,low
671,1,3,medium,low,low,low,low,medium,low,low,medium
672,1,4,low,low,low,low,low,low,low,low,low
673,1,2,low,low,low,low,low,low,low,low,low
674,1,3,low,low,low,low,low,low,low,low,low
675,1,3,low,low,low,low,low,low,low,low,low
676,1,3,low,low,low,low,low,low,low,low,low
677,1,3,low,low,low,low,low,low,low,low,low
678,1,3,low,low,low,low,low,low,low,low,low
679,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
680,1,3,low,low,low,low,low,low,low,low,low
681,1,3,medium,medium,low,low,low,medium,low,low,low
682,1,4,low,low,low,low,low,low,low,low,low
683,1,4,low,low,low,low,low,low,low,low,low
684,1,5,high,medium,low,high,high,high,high,low,medium
685,1,5,high,high,high,high,high,high,high,low,high
686,1,4,low,low,low,low,low,low,low,low,low
687,1,4,low,low,low,low,low,medium,low,low,low
688,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
689,1,5,low,low,low,low,low,medium,low,low,low
690,1,4,high,high,high,high,medium,medium,high,low,medium
691,1,3,medium,low,low,low,medium,medium,low,low,medium
692,1,2,low,low,low,low,low,low,low,low,low
693,1,3,low,low,low,low,low,medium,low,low,low
694,1,5,high,medium,high,medium,medium,medium,medium,low,medium
695,1,4,high,medium,high,medium,medium,high,medium,medium,medium
696,1,3,medium,medium,medium,low,medium,medium,low,low,medium
697,1,4,low,medium,low,low,low,medium,low,low,low
698,1,3,low,low,low,low,low,low,low,low,low
699,1,5,high,high,high,low,low,high,high,low,low
700,1,3,low,low,low,low,low,low,low,low,low
701,1,4,low,low,low,low,low,medium,low,low,low
702,1,2,medium,low,low,low,low,medium,low,low,medium
703,1,3,low,low,low,low,low,low,low,low,low
704,1,2,low,low,low,low,low,low,low,low,low
705,1,3,medium,low,low,low,medium,medium,low,low,low
706,1,5,medium,medium,high,low,medium,high,high,low,medium
707,1,3,low,low,low,low,low,low,low,low,low
708,1,4,medium,medium,high,low,medium,medium,low,low,medium
709,1,4,low,low,low,low,low,low,low,low,low
710,1,4,high,medium,high,low,high,high,low,low,medium
711,1,4,high,high,high,high,high,high,high,medium,high
712,1,3,low,low,low,low,low,low,low,low,low
713,1,4,low,low,low,low,low,low,low,low,low
714,1,5,low,low,low,low,low,low,low,low,low
715,1,3,low,low,low,low,low,medium,low,low,low
716,1,4,low,low,low,low,low,low,low,low,low
717,1,5,low,low,low,low,low,low,low,low,low
718,1,5,low,low,low,low,low,medium,low,low,low
719,1,3,medium,medium,medium,medium,medium,medium,medium,low,medium
720,1,5,low,low,low,low,low,low,low,low,low
721,1,4,low,low,low,low,low,low,low,low,low
722,1,5,high,high,high,low,high,high,high,low,high
723,1,5,high,high,high,high,high,high,high,low,high
724,1,4,low,low,low,low,low,medium,low,low,low
725,1,3,low,low,low,low,low,low,low,low,low
726,1,4,low,low,low,low,low,low,low,low,low
727,1,2,low,low,low,low,low,low,low,low,low
728,1,3,low,low,low,low,low,low,low,low,low
729,1,3,medium,medium,high,medium,medium,medium,medium,low,medium
730,1,5,medium,medium,low,low,medium,high,high,low,medium
731,1,3,low,low,low,low,low,low,low,low,low
732,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
733,1,3,low,low,low,low,low,low,low,low,low
734,1,4,low,low,low,low,low,low,low,low,low
735,1,4,medium,medium,medium,low,medium,medium,medium,medium,medium
736,1,4,low,low,low,low,low,low,low,low,low
737,1,4,medium,medium,high,low,medium,medium,high,low,medium
738,1,3,medium,medium,high,low,medium,medium,low,low,medium
739,1,3,low,low,low,low,low,medium,low,low,low
740,1,4,low,low,low,low,low,low,low,low,low
741,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
742,1,4,low,low,low,low,low,low,low,low,low
743,1,4,medium,medium,medium,low,medium,high,low,low,medium
744,1,3,medium,low,low,low,medium,medium,medium,low,medium
745,1,3,low,low,low,low,low,medium,low,low,low
746,1,4,low,low,low,low,low,low,low,low,low
747,1,3,low,low,low,low,low,low,low,low,low
748,1,4,medium,medium,low,low,medium,medium,low,low,medium
749,1,5,high,high,high,high,medium,high,medium,low,high
750,1,3,medium,medium,medium,low,medium,medium,low,low,medium
751,1,3,low,low,low,low,low,low,low,low,low
752,1,3,low,low,low,low,low,low,low,low,low
753,1,3,medium,low,low,low,low,medium,low,low,low
754,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
755,1,5,low,low,low,low,low,high,low,low,low
756,1,3,low,low,low,low,low,low,low,low,low
757,1,4,low,medium,low,low,low,medium,low,low,low
758,1,3,low,low,low,low,low,low,low,low,low
759,1,4,medium,medium,high,low,low,medium,high,low,medium
760,1,3,low,low,low,low,low,low,low,low,low
761,1,3,low,low,low,low,low,low,low,low,low
762,1,5,medium,high,high,high,medium,medium,high,medium,medium
763,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
764,1,3,low,low,low,low,low,low,low,low,low
765,1,3,low,low,low,low,low,low,low,low,low
766,1,3,medium,medium,low,low,low,low,low,low,medium
767,1,3,low,low,low,low,low,low,low,low,low
768,1,5,low,low,low,low,low,medium,low,low,low
769,1,5,high,high,high,high,high,high,high,low,high
770,1,4,medium,medium,high,medium,medium,medium,medium,low,medium
771,1,4,low,low,low,low,low,medium,low,low,low
772,1,4,low,low,low,low,low,low,low,low,low
773,1,4,low,medium,low,low,low,low,low,low,low
774,1,4,medium,medium,low,low,medium,medium,low,low,medium
775,1,3,low,low,low,low,low,low,low,low,low
776,1,2,medium,low,low,low,low,medium,low,low,medium
777,1,4,high,high,high,high,medium,high,low,low,high
778,1,3,low,low,low,low,low,high,low,low,low
779,1,4,medium,medium,high,medium,medium,medium,medium,low,medium
780,1,4,low,low,low,low,low,low,low,low,low
781,1,4,low,low,low,low,low,medium,low,low,low
782,1,4,high,low,low,low,low,high,high,low,medium
783,1,4,low,low,low,low,low,low,low,low,low
784,1,5,high,high,high,high,high,high,high,low,high
785,1,5,medium,medium,low,low,medium,medium,high,low,medium
786,1,4,medium,low,low,low,medium,medium,low,low,medium
787,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
788,1,3,low,low,low,low,low,low,low,low,low
789,1,2,low,low,low,low,low,low,low,low,low
790,1,3,low,low,low,low,low,medium,low,low,low
791,1,3,low,low,low,low,low,low,low,low,low
792,1,4,low,low,low,low,low,low,low,low,low
793,1,4,high,high,high,high,high,high,high,high,high
794,1,3,low,low,low,low,low,medium,low,low,low
795,1,4,medium,medium,high,medium,medium,medium,medium,low,medium
796,1,4,medium,medium,medium,medium,low,medium,low,low,medium
797,1,4,high,medium,high,medium,medium,high,medium,low,medium
798,1,4,low,low,low,low,low,low,low,low,low
799,1,3,low,low,low,low,low,low,low,low,low
800,1,5,medium,medium,medium,medium,medium,medium,medium,low,medium
801,1,3,low,low,low,low,low,low,low,low,low
802,1,4,medium,medium,medium,low,medium,medium,medium,low,medium
803,1,4,low,low,low,low,low,low,low,low,low
804,1,3,medium,medium,low,low,medium,medium,low,low,medium
805,1,5,low,low,low,low,low,low,low,low,low
806,1,3,low,low,low,low,low,low,low,low,low
807,1,4,low,low,low,low,low,medium,low,low,low
808,1,2,low,low,low,low,low,low,low,low,low
809,1,3,low,low,low,low,low,low,low,low,low
810,1,3,medium,medium,high,medium,medium,medium,medium,low,medium
811,1,3,low,low,low,low,low,low,low,low,low
812,1,3,medium,low,low,low,low,medium,low,low,low
813,1,3,low,low,low,low,low,low,low,low,low
814,1,4,low,low,low,low,low,low,low,low,low
815,1,4,low,low,low,low,low,low,low,low,low
816,1,3,medium,low,low,low,medium,medium,low,medium,low
817,1,5,high,high,high,high,high,high,high,low,medium
818,1,3,low,low,low,low,low,low,low,low,low
819,1,3,low,low,low,low,low,low,low,low,low
820,1,3,low,low,low,low,low,low,low,low,low
821,1,4,low,low,low,low,medium,medium,low,low,low
822,1,3,low,low,low,low,low,low,low,low,low
823,1,3,low,low,low,low,low,medium,low,low,medium
824,1,3,low,low,low,low,low,low,low,low,low
825,1,3,low,low,low,low,low,low,low,low,low
826,1,5,medium,high,high,low,medium,high,high,high,medium
827,1,2,low,low,low,low,low,low,low,low,medium
828,1,5,medium,medium,medium,medium,medium,medium,medium,low,medium
829,1,3,low,low,low,low,low,low,low,low,low
830,1,4,medium,medium,medium,low,medium,medium,low,low,medium
831,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
832,1,1,low,low,low,low,low,low,low,low,medium
833,1,4,low,medium,low,low,low,low,low,low,low
834,1,4,low,low,low,low,low,low,low,low,low
835,1,4,low,low,low,low,low,low,low,low,low
836,1,3,low,low,low,low,low,low,low,low,low
837,1,3,low,low,low,low,low,low,low,low,low
838,1,1,low,low,low,low,low,low,low,low,low
839,1,4,high,high,high,high,medium,high,high,medium,medium
840,1,4,medium,medium,medium,medium,medium,medium,medium,low,medium
841,1,2,low,low,low,low,low,low,low,low,low
842,1,3,low,low,low,low,low,low,low,low,low
843,1,3,medium,medium,medium,low,medium,medium,low,low,medium
844,1,3,low,low,low,low,low,low,low,low,low
845,1,4,low,low,low,low,low,low,low,low,low
846,1,4,medium,medium,medium,medium,medium,medium,low,low,medium
847,1,5,low,low,low,low,low,low,low,low,low
848,1,2,low,low,low,low,low,low,low,low,low
849,1,2,low,low,low,low,low,low,low,low,low
850,1,6,high,medium,high,medium,high,high,medium,medium,medium
851,1,4,low,low,low,low,low,low,high,low,low
852,1,5,low,low,low,low,low,medium,low,low,low
853,1,4,low,low,low,low,low,low,low,low,low
854,1,2,low,low,low,low,low,low,low,low,low
855,1,4,medium,medium,low,medium,low,low,low,low,medium
856,1,4,low,low,low,low,low,medium,low,low,low
857,1,3,low,low,low,low,low,low,low,low,low
858,1,4,low,low,low,low,low,low,low,low,low
859,1,6,low,low,low,low,low,low,low,low,low
860,1,4,medium,low,low,low,low,medium,low,low,medium
861,1,3,medium,medium,medium,medium,medium,medium,medium,low,medium
862,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
863,1,3,low,low,low,low,low,low,low,low,low
864,1,4,low,low,low,low,low,medium,low,low,low
865,1,3,medium,medium,medium,medium,medium,medium,medium,low,medium
866,1,4,low,low,low,low,low,low,low,low,low
867,1,3,low,low,low,low,low,low,low,low,low
868,1,5,low,low,low,low,low,low,low,low,low
869,1,2,low,low,low,low,low,low,low,low,low
870,1,3,low,low,low,low,low,low,low,low,low
871,1,4,low,low,low,low,low,low,low,low,low
872,1,4,high,high,high,high,high,high,high,low,medium
873,1,3,low,low,low,low,low,low,low,low,low
874,1,5,high,high,high,high,low,high,high,low,high
875,1,4,high,high,high,high,high,high,high,low,high
876,1,3,low,low,low,low,low,low,low,low,low
877,1,5,medium,medium,high,low,medium,high,low,low,medium
878,1,3,medium,low,low,low,medium,high,low,low,medium
879,1,4,low,low,low,low,low,low,low,low,low
880,1,4,low,low,low,low,low,low,low,low,low
881,1,3,low,low,low,low,low,low,low,low,low
882,1,4,low,low,low,low,medium,medium,low,low,low
883,1,4,low,low,low,low,low,low,low,low,low
884,1,4,low,low,low,low,low,low,low,low,low
885,1,3,low,low,low,low,low,low,low,low,low
886,1,4,high,low,low,low,high,high,high,low,medium
887,1,4,medium,medium,high,medium,medium,high,medium,low,medium
888,1,4,high,medium,high,low,high,high,high,low,medium
889,1,3,high,medium,high,medium,high,high,high,medium,medium
890,1,3,high,medium,high,medium,medium,high,medium,low,medium
