essay_id,prompt_id,sentence_fluency_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13
391,1,5,medium,high,medium,low,medium,medium,medium,medium,low,low,medium,low,low
392,1,3,medium,medium,low,low,low,low,low,low,low,low,low,low,low
393,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
394,1,3,medium,medium,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium
395,1,2,low,low,low,low,low,low,low,low,low,low,low,high,high
396,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
397,1,4,low,low,low,low,low,low,low,low,low,low,low,high,high
398,1,5,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
399,1,4,high,high,high,medium,medium,high,medium,high,high,medium,medium,medium,medium
400,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
401,1,2,low,low,low,low,low,low,low,low,low,low,low,high,high
402,1,3,medium,medium,medium,low,medium,low,low,medium,low,low,low,low,low
403,1,4,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
404,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
405,1,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
406,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
407,1,3,medium,medium,medium,low,low,medium,low,medium,low,low,low,low,low
408,1,3,medium,medium,medium,low,low,low,low,low,low,low,low,low,low
409,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
410,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
411,1,5,low,high,low,low,low,low,high,low,low,low,low,high,low
412,1,5,low,medium,medium,low,low,low,low,low,low,low,low,low,low
413,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
414,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
415,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
416,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
417,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
418,1,5,medium,high,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
419,1,3,medium,medium,medium,low,medium,medium,low,medium,low,low,medium,low,low
420,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
421,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
422,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
423,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
424,1,4,high,high,high,low,medium,medium,high,medium,high,low,medium,low,low
425,1,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,medium,medium
426,1,5,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
427,1,5,low,medium,low,low,low,low,low,low,low,low,low,low,low
428,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
429,1,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
430,1,5,medium,medium,medium,low,low,low,low,medium,low,low,low,low,low
431,1,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
432,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
433,1,5,low,medium,low,low,low,low,low,low,low,low,low,high,low
434,1,3,medium,low,low,low,low,low,low,low,low,low,low,high,low
435,1,4,medium,high,medium,low,medium,medium,medium,medium,low,low,medium,low,low
436,1,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
437,1,5,medium,medium,medium,low,low,low,low,medium,low,low,low,low,low
438,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
439,1,4,low,medium,low,low,low,low,low,low,low,low,low,high,low
440,1,3,medium,medium,medium,low,low,low,low,medium,low,low,low,low,low
441,1,3,medium,medium,medium,low,low,low,medium,low,low,low,low,low,low
442,1,5,low,medium,low,low,low,low,low,low,low,low,low,low,low
443,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
444,1,4,low,low,low,low,low,low,low,low,low,low,low,high,low
445,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
446,1,5,low,low,low,low,low,low,low,low,low,low,low,low,low
447,1,5,low,low,low,low,low,low,low,low,low,low,low,high,low
448,1,3,low,medium,low,low,low,low,low,low,low,low,low,low,low
449,1,1,low,low,low,low,low,low,low,low,low,high,low,high,high
450,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
451,1,4,medium,medium,medium,low,medium,low,medium,medium,low,low,medium,low,low
452,1,4,medium,medium,medium,low,medium,low,low,medium,low,low,low,low,low
453,1,4,low,low,low,low,low,low,low,low,low,low,low,high,low
454,1,4,medium,medium,medium,low,low,low,medium,low,low,low,low,low,low
455,1,2,low,low,low,low,low,low,low,low,low,high,low,high,high
456,1,2,low,low,low,low,low,low,low,low,low,low,low,high,low
457,1,6,high,high,high,high,medium,high,high,high,high,low,high,low,low
458,1,4,medium,medium,low,low,low,low,low,low,low,low,low,high,low
459,1,4,medium,medium,medium,low,low,low,low,medium,low,low,low,low,low
460,1,4,medium,medium,medium,low,low,low,low,low,low,low,low,low,low
461,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
462,1,4,high,high,high,medium,medium,high,high,high,high,low,medium,low,low
463,1,4,high,high,high,low,medium,high,high,high,low,low,high,low,low
464,1,2,low,low,low,low,low,low,low,low,low,low,low,high,low
465,1,3,low,medium,low,low,low,low,low,low,low,low,low,low,low
466,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
467,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
468,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,high,high
469,1,4,low,medium,low,low,low,low,low,low,low,low,low,high,low
470,1,4,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low
471,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
472,1,5,medium,high,high,low,medium,medium,high,medium,low,low,medium,low,low
473,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
474,1,2,low,low,low,low,low,low,low,low,low,low,low,high,high
475,1,4,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low
476,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
477,1,2,low,low,low,low,low,low,low,low,low,low,low,high,high
478,1,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
479,1,5,high,high,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
480,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
481,1,4,medium,high,medium,low,low,medium,medium,medium,low,low,medium,low,low
482,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
483,1,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
484,1,4,medium,medium,medium,low,low,low,medium,low,low,low,low,high,high
485,1,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
486,1,3,medium,medium,medium,low,low,medium,medium,medium,low,low,medium,low,low
487,1,3,medium,medium,low,low,low,low,low,low,low,low,low,low,low
488,1,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
489,1,4,low,medium,medium,low,low,low,low,low,low,low,low,low,low
490,1,4,medium,medium,low,low,low,low,low,medium,low,low,low,low,low
491,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
492,1,3,medium,medium,medium,low,low,low,medium,low,low,low,low,high,low
493,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,medium,low
494,1,3,low,medium,low,low,low,low,medium,low,low,low,low,high,high
495,1,5,low,low,low,low,low,low,low,low,low,low,low,high,low
496,1,4,low,low,low,low,low,low,low,low,low,low,low,high,low
497,1,5,medium,medium,low,low,low,low,medium,low,low,low,low,high,high
498,1,5,low,high,low,low,low,low,high,low,low,low,low,low,low
499,1,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
500,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
501,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
502,1,2,low,low,low,low,low,low,low,low,low,high,low,high,high
503,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
504,1,5,medium,medium,medium,low,low,medium,medium,medium,low,low,medium,low,low
505,1,4,low,low,low,low,low,low,low,low,low,low,low,high,low
506,1,2,medium,medium,medium,low,low,low,low,low,low,low,low,low,low
507,1,3,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low
508,1,5,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium
509,1,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
510,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
511,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
512,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
513,1,4,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low
514,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
515,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
516,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
517,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,low,low
518,1,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
519,1,5,low,high,low,low,low,low,high,low,low,low,low,low,low
520,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
521,1,3,low,medium,low,low,low,low,low,low,low,low,low,low,low
522,1,4,medium,medium,low,low,low,low,low,low,low,low,low,low,low
523,1,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
524,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
525,1,4,high,high,high,high,high,high,high,high,high,low,high,low,high
526,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
527,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,low,low
528,1,4,high,medium,high,medium,medium,high,medium,medium,high,low,medium,low,medium
529,1,2,low,low,low,low,low,low,low,low,low,low,low,high,low
530,1,4,low,low,low,low,low,low,low,low,low,low,low,high,high
531,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,low,low
532,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
533,1,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
534,1,5,low,medium,low,low,low,low,low,low,low,low,low,low,low
535,1,4,medium,medium,low,low,low,low,low,medium,low,low,low,low,low
536,1,4,low,medium,low,low,low,low,low,low,low,low,low,high,low
537,1,4,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low
538,1,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
539,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
540,1,4,medium,medium,medium,low,low,medium,medium,medium,low,low,low,low,low
541,1,5,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
542,1,6,high,high,high,high,high,high,high,high,high,high,high,high,high
543,1,3,medium,medium,medium,low,medium,low,low,medium,low,low,low,low,low
544,1,3,low,medium,low,low,low,low,low,low,low,low,low,low,low
545,1,1,low,low,low,low,low,low,low,low,low,high,low,high,high
546,1,2,low,medium,medium,low,low,low,low,low,low,high,low,high,high
547,1,5,medium,medium,medium,low,low,low,low,low,low,low,low,low,low
548,1,4,high,high,high,high,high,high,high,high,high,low,high,low,high
549,1,4,low,low,low,low,low,low,low,low,low,low,low,high,high
550,1,5,medium,high,medium,low,medium,medium,high,medium,low,low,low,low,high
551,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
552,1,2,low,low,low,low,low,low,low,low,low,low,low,low,low
553,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
554,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,medium,low
555,1,4,low,high,low,low,low,low,low,low,low,low,low,high,low
556,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
557,1,5,low,low,low,low,low,low,low,low,low,low,low,low,low
558,1,5,high,high,high,high,high,high,high,high,high,low,high,low,high
559,1,6,low,high,high,low,low,low,high,low,low,low,low,high,low
560,1,3,medium,medium,medium,low,low,low,low,low,low,low,low,low,low
561,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
562,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
563,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,high
564,1,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
565,1,4,medium,medium,medium,low,medium,low,medium,low,low,low,low,low,low
566,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,low,low
567,1,3,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium
568,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
569,1,4,medium,medium,medium,low,medium,low,medium,low,low,low,low,low,low
570,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
571,1,4,medium,medium,medium,low,low,medium,medium,medium,low,low,medium,low,low
572,1,4,high,high,high,low,medium,high,high,high,high,low,high,low,low
573,1,4,medium,medium,low,low,low,low,medium,low,low,low,low,low,low
574,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
575,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
576,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
577,1,2,medium,medium,medium,low,medium,low,low,low,low,low,low,high,high
578,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
579,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
580,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
581,1,4,medium,medium,medium,low,low,low,low,low,low,low,low,low,low
582,1,5,high,high,high,high,medium,high,medium,high,high,low,high,low,high
583,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
584,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
585,1,5,low,low,low,low,low,low,low,low,low,low,low,low,low
586,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
587,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
588,1,4,high,high,high,low,medium,high,high,high,low,low,high,low,low
589,1,3,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
590,1,2,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,medium,medium
591,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
592,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
593,1,4,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low
594,1,2,medium,medium,medium,low,medium,low,medium,medium,low,low,low,medium,low
595,1,4,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium
596,1,2,medium,medium,medium,low,medium,low,medium,medium,low,low,low,high,high
597,1,5,medium,medium,medium,low,low,low,low,low,low,low,low,low,low
598,1,3,low,low,low,low,low,low,low,low,low,low,low,high,low
599,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
600,1,2,low,low,low,low,low,low,low,low,low,low,low,high,low
601,1,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
602,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
603,1,4,low,low,low,low,low,low,low,low,low,low,low,high,high
604,1,4,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low
605,1,3,low,low,low,low,low,low,low,low,low,high,low,high,high
606,1,3,low,medium,low,low,low,low,low,low,low,low,low,low,low
607,1,4,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
608,1,2,low,low,low,low,low,low,low,low,low,low,low,low,low
609,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
610,1,2,low,low,low,low,low,low,low,low,low,low,low,high,low
611,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
612,1,4,low,medium,medium,low,low,low,low,medium,low,low,low,low,low
613,1,4,low,low,low,low,low,low,low,low,low,low,low,low,low
614,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
615,1,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
616,1,4,low,low,low,low,low,low,low,low,low,low,low,high,low
617,1,5,low,low,low,low,low,low,low,low,low,low,low,low,low
618,1,5,low,low,low,low,low,low,low,low,low,low,low,high,low
619,1,6,high,high,high,high,high,high,high,high,low,low,high,low,low
620,1,4,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium
621,1,3,low,low,low,low,low,low,low,low,low,low,low,high,high
622,1,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
623,1,2,medium,medium,medium,low,medium,low,medium,medium,low,low,low,medium,low
624,1,3,low,low,low,low,low,low,low,low,low,low,low,low,low
625,1,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
626,1,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
